,id,level_durability,red,orange,yellow,green,blue,white,purple
223,224,sharpness +4,90,120,40,50,90,0,0
223,224,sharpness +5,90,120,40,50,100,0,0
224,225,base,120,70,30,30,0,0,0
224,225,sharpness +1,120,70,30,40,0,0,0
224,225,sharpness +2,120,70,30,50,0,0,0
224,225,sharpness +3,120,70,30,60,0,0,0
224,225,sharpness +4,120,70,30,70,0,0,0
224,225,sharpness +5,120,70,30,80,0,0,0
225,226,base,110,70,30,40,0,0,0
225,226,sharpness +1,110,70,30,50,0,0,0
225,226,sharpness +2,110,70,30,60,0,0,0
225,226,sharpness +3,110,70,30,70,0,0,0
225,226,sharpness +4,110,70,30,80,0,0,0
225,226,sharpness +5,110,70,30,90,0,0,0
226,227,base,140,70,30,60,0,0,0
226,227,sharpness +1,140,70,30,70,0,0,0
226,227,sharpness +2,140,70,30,80,0,0,0
226,227,sharpness +3,140,70,30,90,0,0,0
226,227,sharpness +4,140,70,30,100,0,0,0
226,227,sharpness +5,140,70,30,100,10,0,0
227,228,base,100,100,40,40,20,0,0
227,228,sharpness +1,100,100,40,40,30,0,0
227,228,sharpness +2,100,100,40,40,40,0,0
227,228,sharpness +3,100,100,40,40,50,0,0
227,228,sharpness +4,100,100,40,40,60,0,0
227,228,sharpness +5,100,100,40,40,70,0,0
228,229,base,100,120,40,50,40,0,0
228,229,sharpness +1,100,120,40,50,50,0,0
228,229,sharpness +2,100,120,40,50,60,0,0
228,229,sharpness +3,100,120,40,50,70,0,0
228,229,sharpness +4,100,120,40,50,80,0,0
228,229,sharpness +5,100,120,40,50,90,0,0
229,230,base,70,50,50,30,0,0,0
229,230,sharpness +1,70,50,50,40,0,0,0
229,230,sharpness +2,70,50,50,50,0,0,0
229,230,sharpness +3,70,50,50,60,0,0,0
229,230,sharpness +4,70,50,50,70,0,0,0
229,230,sharpness +5,70,50,50,80,0,0,0
230,231,base,100,70,30,50,0,0,0
230,231,sharpness +1,100,70,30,60,0,0,0
230,231,sharpness +2,100,70,30,70,0,0,0
230,231,sharpness +3,100,70,30,80,0,0,0
230,231,sharpness +4,100,70,30,90,0,0,0
230,231,sharpness +5,100,70,30,100,0,0,0
231,232,base,80,70,30,70,0,0,0
231,232,sharpness +1,80,70,30,80,0,0,0
231,232,sharpness +2,80,70,30,90,0,0,0
231,232,sharpness +3,80,70,30,100,0,0,0
231,232,sharpness +4,80,70,30,110,0,0,0
231,232,sharpness +5,80,70,30,120,0,0,0
232,233,base,100,100,40,40,20,0,0
232,233,sharpness +1,100,100,40,40,30,0,0
232,233,sharpness +2,100,100,40,40,40,0,0
232,233,sharpness +3,100,100,40,40,50,0,0
232,233,sharpness +4,100,100,40,40,60,0,0
232,233,sharpness +5,100,100,40,40,70,0,0
233,234,base,90,100,40,40,30,0,0
233,234,sharpness +1,90,100,40,40,40,0,0
233,234,sharpness +2,90,100,40,40,50,0,0
233,234,sharpness +3,90,100,40,40,60,0,0
233,234,sharpness +4,90,100,40,40,70,0,0
233,234,sharpness +5,90,100,40,40,80,0,0
234,235,base,90,120,40,50,50,0,0
234,235,sharpness +1,90,120,40,50,60,0,0
234,235,sharpness +2,90,120,40,50,70,0,0
234,235,sharpness +3,90,120,40,50,80,0,0
234,235,sharpness +4,90,120,40,50,90,0,0
234,235,sharpness +5,90,120,40,50,100,0,0
235,236,base,110,70,30,40,0,0,0
235,236,sharpness +1,110,70,30,50,0,0,0
235,236,sharpness +2,110,70,30,60,0,0,0
235,236,sharpness +3,110,70,30,70,0,0,0
235,236,sharpness +4,110,70,30,80,0,0,0
235,236,sharpness +5,110,70,30,90,0,0,0
236,237,base,100,70,30,50,0,0,0
236,237,sharpness +1,100,70,30,60,0,0,0
236,237,sharpness +2,100,70,30,70,0,0,0
236,237,sharpness +3,100,70,30,80,0,0,0
236,237,sharpness +4,100,70,30,90,0,0,0
236,237,sharpness +5,100,70,30,100,0,0,0
237,238,base,140,70,30,60,0,0,0
237,238,sharpness +1,140,70,30,70,0,0,0
237,238,sharpness +2,140,70,30,80,0,0,0
237,238,sharpness +3,140,70,30,90,0,0,0
237,238,sharpness +4,140,70,30,100,0,0,0
237,238,sharpness +5,140,70,30,100,10,0,0
238,239,base,100,100,40,40,20,0,0
238,239,sharpness +1,100,100,40,40,30,0,0
238,239,sharpness +2,100,100,40,40,40,0,0
238,239,sharpness +3,100,100,40,40,50,0,0
238,239,sharpness +4,100,100,40,40,60,0,0
238,239,sharpness +5,100,100,40,40,70,0,0
239,240,base,100,120,40,50,40,0,0
239,240,sharpness +1,100,120,40,50,50,0,0
239,240,sharpness +2,100,120,40,50,60,0,0
239,240,sharpness +3,100,120,40,50,70,0,0
239,240,sharpness +4,100,120,40,50,80,0,0
239,240,sharpness +5,100,120,40,50,90,0,0
240,241,base,80,50,50,20,0,0,0
240,241,sharpness +1,80,50,50,30,0,0,0
240,241,sharpness +2,80,50,50,40,0,0,0
240,241,sharpness +3,80,50,50,50,0,0,0
240,241,sharpness +4,80,50,50,60,0,0,0
240,241,sharpness +5,80,50,50,70,0,0,0
241,242,base,120,70,30,30,0,0,0
241,242,sharpness +1,120,70,30,40,0,0,0
241,242,sharpness +2,120,70,30,50,0,0,0
241,242,sharpness +3,120,70,30,60,0,0,0
241,242,sharpness +4,120,70,30,70,0,0,0
241,242,sharpness +5,120,70,30,80,0,0,0
242,243,base,110,70,30,40,0,0,0
242,243,sharpness +1,110,70,30,50,0,0,0
242,243,sharpness +2,110,70,30,60,0,0,0
242,243,sharpness +3,110,70,30,70,0,0,0
242,243,sharpness +4,110,70,30,80,0,0,0
242,243,sharpness +5,110,70,30,90,0,0,0
243,244,base,140,70,30,60,0,0,0
243,244,sharpness +1,140,70,30,70,0,0,0
243,244,sharpness +2,140,70,30,80,0,0,0
243,244,sharpness +3,140,70,30,90,0,0,0
243,244,sharpness +4,140,70,30,100,0,0,0
243,244,sharpness +5,140,70,30,100,10,0,0
244,245,base,110,100,40,40,10,0,0
244,245,sharpness +1,110,100,40,40,20,0,0
244,245,sharpness +2,110,100,40,40,30,0,0
244,245,sharpness +3,110,100,40,40,40,0,0
244,245,sharpness +4,110,100,40,40,50,0,0
244,245,sharpness +5,110,100,40,40,60,0,0
245,246,base,100,120,40,50,40,0,0
245,246,sharpness +1,100,120,40,50,50,0,0
245,246,sharpness +2,100,120,40,50,60,0,0
245,246,sharpness +3,100,120,40,50,70,0,0
245,246,sharpness +4,100,120,40,50,80,0,0
245,246,sharpness +5,100,120,40,50,90,0,0
246,247,base,120,70,30,30,0,0,0
246,247,sharpness +1,120,70,30,40,0,0,0
246,247,sharpness +2,120,70,30,50,0,0,0
246,247,sharpness +3,120,70,30,60,0,0,0
246,247,sharpness +4,120,70,30,70,0,0,0
246,247,sharpness +5,120,70,30,80,0,0,0
247,248,base,100,70,30,50,0,0,0
247,248,sharpness +1,100,70,30,60,0,0,0
247,248,sharpness +2,100,70,30,70,0,0,0
247,248,sharpness +3,100,70,30,80,0,0,0
247,248,sharpness +4,100,70,30,90,0,0,0
247,248,sharpness +5,100,70,30,100,0,0,0
248,249,base,100,100,40,40,20,0,0
248,249,sharpness +1,100,100,40,40,30,0,0
248,249,sharpness +2,100,100,40,40,40,0,0
248,249,sharpness +3,100,100,40,40,50,0,0
248,249,sharpness +4,100,100,40,40,60,0,0
248,249,sharpness +5,100,100,40,40,70,0,0
249,250,base,100,120,40,50,40,0,0
249,250,sharpness +1,100,120,40,50,50,0,0
249,250,sharpness +2,100,120,40,50,60,0,0
249,250,sharpness +3,100,120,40,50,70,0,0
249,250,sharpness +4,100,120,40,50,80,0,0
249,250,sharpness +5,100,120,40,50,90,0,0
250,251,base,110,70,30,40,0,0,0
250,251,sharpness +1,110,70,30,50,0,0,0
250,251,sharpness +2,110,70,30,60,0,0,0
250,251,sharpness +3,110,70,30,70,0,0,0
250,251,sharpness +4,110,70,30,80,0,0,0
250,251,sharpness +5,110,70,30,90,0,0,0
251,252,base,70,70,30,80,0,0,0
251,252,sharpness +1,70,70,30,90,0,0,0
251,252,sharpness +2,70,70,30,100,0,0,0
251,252,sharpness +3,70,70,30,110,0,0,0
251,252,sharpness +4,70,70,30,120,0,0,0
251,252,sharpness +5,70,70,30,130,0,0,0
252,253,base,150,100,30,30,40,0,0
252,253,sharpness +1,150,100,30,30,50,0,0
252,253,sharpness +2,150,100,30,30,60,0,0
252,253,sharpness +3,150,100,30,30,60,10,0
252,253,sharpness +4,150,100,30,30,60,20,0
252,253,sharpness +5,150,100,30,30,60,30,0
253,254,base,40,50,80,80,0,0,0
253,254,sharpness +1,40,50,80,90,0,0,0
253,254,sharpness +2,40,50,80,100,0,0,0
253,254,sharpness +3,40,50,80,110,0,0,0
253,254,sharpness +4,40,50,80,120,0,0,0
253,254,sharpness +5,40,50,80,130,0,0,0
254,255,base,110,20,20,150,50,0,0
254,255,sharpness +1,110,20,20,150,60,0,0
254,255,sharpness +2,110,20,20,150,70,0,0
254,255,sharpness +3,110,20,20,150,80,0,0
254,255,sharpness +4,110,20,20,150,90,0,0
254,255,sharpness +5,110,20,20,150,100,0,0
255,256,base,110,20,20,130,70,0,0
255,256,sharpness +1,110,20,20,130,80,0,0
255,256,sharpness +2,110,20,20,130,90,0,0
255,256,sharpness +3,110,20,20,130,100,0,0
255,256,sharpness +4,110,20,20,130,110,0,0
255,256,sharpness +5,110,20,20,130,120,0,0
256,257,base,150,110,40,0,0,0,0
256,257,sharpness +1,150,110,40,10,0,0,0
256,257,sharpness +2,150,110,40,20,0,0,0
256,257,sharpness +3,150,110,40,30,0,0,0
256,257,sharpness +4,150,110,40,40,0,0,0
256,257,sharpness +5,150,110,40,40,10,0,0
257,258,base,140,110,40,10,0,0,0
257,258,sharpness +1,140,110,40,20,0,0,0
257,258,sharpness +2,140,110,40,30,0,0,0
257,258,sharpness +3,140,110,40,40,0,0,0
257,258,sharpness +4,140,110,40,40,10,0,0
257,258,sharpness +5,140,110,40,40,20,0,0
258,259,base,100,60,60,100,30,0,0
258,259,sharpness +1,100,60,60,100,40,0,0
258,259,sharpness +2,100,60,60,100,50,0,0
258,259,sharpness +3,100,60,60,100,50,10,0
258,259,sharpness +4,100,60,60,100,50,20,0
258,259,sharpness +5,100,60,60,100,50,30,0
259,260,base,70,50,60,120,50,0,0
259,260,sharpness +1,70,50,60,120,60,0,0
259,260,sharpness +2,70,50,60,120,60,10,0
259,260,sharpness +3,70,50,60,120,60,20,0
259,260,sharpness +4,70,50,60,120,60,30,0
259,260,sharpness +5,70,50,60,120,60,40,0
260,261,base,130,30,60,80,40,10,0
260,261,sharpness +1,130,30,60,80,40,20,0
260,261,sharpness +2,130,30,60,80,40,30,0
260,261,sharpness +3,130,30,60,80,40,40,0
260,261,sharpness +4,130,30,60,80,40,50,0
260,261,sharpness +5,130,30,60,80,40,60,0
261,262,base,90,50,60,0,0,0,0
261,262,sharpness +1,90,50,70,0,0,0,0
261,262,sharpness +2,90,50,80,0,0,0,0
261,262,sharpness +3,90,50,80,10,0,0,0
261,262,sharpness +4,90,50,80,20,0,0,0
261,262,sharpness +5,90,50,80,30,0,0,0
262,263,base,70,70,30,30,0,0,0
262,263,sharpness +1,70,70,30,40,0,0,0
262,263,sharpness +2,70,70,30,50,0,0,0
262,263,sharpness +3,70,70,30,60,0,0,0
262,263,sharpness +4,70,70,30,70,0,0,0
262,263,sharpness +5,70,70,30,80,0,0,0
263,264,base,50,70,30,50,0,0,0
263,264,sharpness +1,50,70,30,60,0,0,0
263,264,sharpness +2,50,70,30,70,0,0,0
263,264,sharpness +3,50,70,30,80,0,0,0
263,264,sharpness +4,50,70,30,90,0,0,0
263,264,sharpness +5,50,70,30,100,0,0,0
264,265,base,60,50,80,60,0,0,0
264,265,sharpness +1,60,50,80,70,0,0,0
264,265,sharpness +2,60,50,80,80,0,0,0
264,265,sharpness +3,60,50,80,90,0,0,0
264,265,sharpness +4,60,50,80,100,0,0,0
264,265,sharpness +5,60,50,80,110,0,0,0
265,266,base,50,50,80,70,0,0,0
265,266,sharpness +1,50,50,80,80,0,0,0
265,266,sharpness +2,50,50,80,90,0,0,0
265,266,sharpness +3,50,50,80,100,0,0,0
265,266,sharpness +4,50,50,80,110,0,0,0
265,266,sharpness +5,50,50,80,120,0,0,0
266,267,base,90,50,50,80,30,0,0
266,267,sharpness +1,90,50,50,80,40,0,0
266,267,sharpness +2,90,50,50,80,50,0,0
266,267,sharpness +3,90,50,50,80,60,0,0
266,267,sharpness +4,90,50,50,80,70,0,0
266,267,sharpness +5,90,50,50,80,80,0,0
267,268,base,80,50,50,80,40,0,0
267,268,sharpness +1,80,50,50,80,50,0,0
267,268,sharpness +2,80,50,50,80,60,0,0
267,268,sharpness +3,80,50,50,80,70,0,0
267,268,sharpness +4,80,50,50,80,80,0,0
267,268,sharpness +5,80,50,50,80,90,0,0
268,269,base,60,60,20,150,60,0,0
268,269,sharpness +1,60,60,20,150,70,0,0
268,269,sharpness +2,60,60,20,150,80,0,0
268,269,sharpness +3,60,60,20,150,90,0,0
268,269,sharpness +4,60,60,20,150,90,10,0
268,269,sharpness +5,60,60,20,150,90,20,0
269,270,base,110,120,40,50,80,0,0
269,270,sharpness +1,110,120,40,50,80,0,0
269,270,sharpness +2,110,120,40,50,80,0,0
269,270,sharpness +3,110,120,40,50,80,0,0
269,270,sharpness +4,110,120,40,50,80,0,0
269,270,sharpness +5,110,120,40,50,80,0,0
270,271,base,90,120,40,50,100,0,0
270,271,sharpness +1,90,120,40,50,100,0,0
270,271,sharpness +2,90,120,40,50,100,0,0
270,271,sharpness +3,90,120,40,50,100,0,0
270,271,sharpness +4,90,120,40,50,100,0,0
270,271,sharpness +5,90,120,40,50,100,0,0
271,272,base,70,50,80,50,0,0,0
271,272,sharpness +1,70,50,80,60,0,0,0
271,272,sharpness +2,70,50,80,70,0,0,0
271,272,sharpness +3,70,50,80,80,0,0,0
271,272,sharpness +4,70,50,80,90,0,0,0
271,272,sharpness +5,70,50,80,100,0,0,0
272,273,base,60,50,80,60,0,0,0
272,273,sharpness +1,60,50,80,70,0,0,0
272,273,sharpness +2,60,50,80,80,0,0,0
272,273,sharpness +3,60,50,80,90,0,0,0
272,273,sharpness +4,60,50,80,100,0,0,0
272,273,sharpness +5,60,50,80,110,0,0,0
273,274,base,100,50,50,80,20,0,0
273,274,sharpness +1,100,50,50,80,30,0,0
273,274,sharpness +2,100,50,50,80,40,0,0
273,274,sharpness +3,100,50,50,80,50,0,0
273,274,sharpness +4,100,50,50,80,60,0,0
273,274,sharpness +5,100,50,50,80,70,0,0
274,275,base,90,50,50,80,30,0,0
274,275,sharpness +1,90,50,50,80,40,0,0
274,275,sharpness +2,90,50,50,80,50,0,0
274,275,sharpness +3,90,50,50,80,60,0,0
274,275,sharpness +4,90,50,50,80,70,0,0
274,275,sharpness +5,90,50,50,80,80,0,0
275,276,base,80,50,60,120,40,0,0
275,276,sharpness +1,80,50,60,120,50,0,0
275,276,sharpness +2,80,50,60,120,50,10,0
275,276,sharpness +3,80,50,60,120,50,20,0
275,276,sharpness +4,80,50,60,120,50,30,0
275,276,sharpness +5,80,50,60,120,50,40,0
276,277,base,100,50,50,80,20,0,0
276,277,sharpness +1,100,50,50,80,30,0,0
276,277,sharpness +2,100,50,50,80,40,0,0
276,277,sharpness +3,100,50,50,80,50,0,0
276,277,sharpness +4,100,50,50,80,60,0,0
276,277,sharpness +5,100,50,50,80,70,0,0
277,278,base,60,120,80,60,30,0,0
277,278,sharpness +1,60,120,80,60,30,10,0
277,278,sharpness +2,60,120,80,60,30,20,0
277,278,sharpness +3,60,120,80,60,30,30,0
277,278,sharpness +4,60,120,80,60,30,40,0
277,278,sharpness +5,60,120,80,60,30,50,0
278,279,base,50,50,80,70,0,0,0
278,279,sharpness +1,50,50,80,80,0,0,0
278,279,sharpness +2,50,50,80,90,0,0,0
278,279,sharpness +3,50,50,80,100,0,0,0
278,279,sharpness +4,50,50,80,110,0,0,0
278,279,sharpness +5,50,50,80,120,0,0,0
279,280,base,100,50,50,80,20,0,0
279,280,sharpness +1,100,50,50,80,30,0,0
279,280,sharpness +2,100,50,50,80,40,0,0
279,280,sharpness +3,100,50,50,80,50,0,0
279,280,sharpness +4,100,50,50,80,60,0,0
279,280,sharpness +5,100,50,50,80,70,0,0
280,281,base,90,50,50,80,30,0,0
280,281,sharpness +1,90,50,50,80,40,0,0
280,281,sharpness +2,90,50,50,80,50,0,0
280,281,sharpness +3,90,50,50,80,60,0,0
280,281,sharpness +4,90,50,50,80,70,0,0
280,281,sharpness +5,90,50,50,80,80,0,0
281,282,base,80,50,60,120,40,0,0
281,282,sharpness +1,80,50,60,120,50,0,0
281,282,sharpness +2,80,50,60,120,50,10,0
281,282,sharpness +3,80,50,60,120,50,20,0
281,282,sharpness +4,80,50,60,120,50,30,0
281,282,sharpness +5,80,50,60,120,50,40,0
282,283,base,60,70,30,40,0,0,0
282,283,sharpness +1,60,70,30,50,0,0,0
282,283,sharpness +2,60,70,30,60,0,0,0
282,283,sharpness +3,60,70,30,70,0,0,0
282,283,sharpness +4,60,70,30,80,0,0,0
282,283,sharpness +5,60,70,30,90,0,0,0
283,284,base,60,50,80,60,0,0,0
283,284,sharpness +1,60,50,80,70,0,0,0
283,284,sharpness +2,60,50,80,80,0,0,0
283,284,sharpness +3,60,50,80,90,0,0,0
283,284,sharpness +4,60,50,80,100,0,0,0
283,284,sharpness +5,60,50,80,110,0,0,0
284,285,base,50,50,80,70,0,0,0
284,285,sharpness +1,50,50,80,80,0,0,0
284,285,sharpness +2,50,50,80,90,0,0,0
284,285,sharpness +3,50,50,80,100,0,0,0
284,285,sharpness +4,50,50,80,110,0,0,0
284,285,sharpness +5,50,50,80,120,0,0,0
285,286,base,90,50,50,80,30,0,0
285,286,sharpness +1,90,50,50,80,40,0,0
285,286,sharpness +2,90,50,50,80,50,0,0
285,286,sharpness +3,90,50,50,80,60,0,0
285,286,sharpness +4,90,50,50,80,70,0,0
285,286,sharpness +5,90,50,50,80,80,0,0
286,287,base,80,50,50,80,40,0,0
286,287,sharpness +1,80,50,50,80,50,0,0
286,287,sharpness +2,80,50,50,80,60,0,0
286,287,sharpness +3,80,50,50,80,70,0,0
286,287,sharpness +4,80,50,50,80,80,0,0
286,287,sharpness +5,80,50,50,80,90,0,0
287,288,base,80,60,60,100,50,0,0
287,288,sharpness +1,80,60,60,100,60,0,0
287,288,sharpness +2,80,60,60,100,70,0,0
287,288,sharpness +3,80,60,60,100,70,10,0
287,288,sharpness +4,80,60,60,100,70,20,0
287,288,sharpness +5,80,60,60,100,70,30,0
288,289,base,50,50,80,70,0,0,0
288,289,sharpness +1,50,50,80,80,0,0,0
288,289,sharpness +2,50,50,80,90,0,0,0
288,289,sharpness +3,50,50,80,100,0,0,0
288,289,sharpness +4,50,50,80,110,0,0,0
288,289,sharpness +5,50,50,80,120,0,0,0
289,290,base,90,50,50,80,30,0,0
289,290,sharpness +1,90,50,50,80,40,0,0
289,290,sharpness +2,90,50,50,80,50,0,0
289,290,sharpness +3,90,50,50,80,60,0,0
289,290,sharpness +4,90,50,50,80,70,0,0
289,290,sharpness +5,90,50,50,80,80,0,0
290,291,base,60,50,60,120,60,0,0
290,291,sharpness +1,60,50,60,120,70,0,0
290,291,sharpness +2,60,50,60,120,70,10,0
290,291,sharpness +3,60,50,60,120,70,20,0
290,291,sharpness +4,60,50,60,120,70,30,0
290,291,sharpness +5,60,50,60,120,70,40,0
291,292,base,100,60,40,0,0,0,0
291,292,sharpness +1,100,60,50,0,0,0,0
291,292,sharpness +2,100,60,60,0,0,0,0
291,292,sharpness +3,100,60,70,0,0,0,0
291,292,sharpness +4,100,60,80,0,0,0,0
291,292,sharpness +5,100,60,80,10,0,0,0
292,293,base,90,50,60,0,0,0,0
292,293,sharpness +1,90,50,70,0,0,0,0
292,293,sharpness +2,90,50,80,0,0,0,0
292,293,sharpness +3,90,50,80,10,0,0,0
292,293,sharpness +4,90,50,80,20,0,0,0
292,293,sharpness +5,90,50,80,30,0,0,0
293,294,base,80,70,30,20,0,0,0
293,294,sharpness +1,80,70,30,30,0,0,0
293,294,sharpness +2,80,70,30,40,0,0,0
293,294,sharpness +3,80,70,30,50,0,0,0
293,294,sharpness +4,80,70,30,60,0,0,0
293,294,sharpness +5,80,70,30,70,0,0,0
294,295,base,110,70,30,40,0,0,0
294,295,sharpness +1,110,70,30,50,0,0,0
294,295,sharpness +2,110,70,30,60,0,0,0
294,295,sharpness +3,110,70,30,70,0,0,0
294,295,sharpness +4,110,70,30,80,0,0,0
294,295,sharpness +5,110,70,30,90,0,0,0
295,296,base,90,70,30,60,0,0,0
295,296,sharpness +1,90,70,30,70,0,0,0
295,296,sharpness +2,90,70,30,80,0,0,0
295,296,sharpness +3,90,70,30,90,0,0,0
295,296,sharpness +4,90,70,30,100,0,0,0
295,296,sharpness +5,90,70,30,110,0,0,0
296,297,base,120,70,30,80,0,0,0
296,297,sharpness +1,120,70,30,90,0,0,0
296,297,sharpness +2,120,70,30,100,0,0,0
296,297,sharpness +3,120,70,30,100,10,0,0
296,297,sharpness +4,120,70,30,100,20,0,0
296,297,sharpness +5,120,70,30,100,30,0,0
297,298,base,60,60,60,100,20,0,0
297,298,sharpness +1,60,60,60,100,30,0,0
297,298,sharpness +2,60,60,60,100,40,0,0
297,298,sharpness +3,60,60,60,100,50,0,0
297,298,sharpness +4,60,60,60,100,60,0,0
297,298,sharpness +5,60,60,60,100,70,0,0
298,299,base,110,50,50,80,60,0,0
298,299,sharpness +1,110,50,50,80,70,0,0
298,299,sharpness +2,110,50,50,80,80,0,0
298,299,sharpness +3,110,50,50,80,90,0,0
298,299,sharpness +4,110,50,50,80,100,0,0
298,299,sharpness +5,110,50,50,80,110,0,0
299,300,base,120,70,30,30,0,0,0
299,300,sharpness +1,120,70,30,40,0,0,0
299,300,sharpness +2,120,70,30,50,0,0,0
299,300,sharpness +3,120,70,30,60,0,0,0
299,300,sharpness +4,120,70,30,70,0,0,0
299,300,sharpness +5,120,70,30,80,0,0,0
300,301,base,100,70,30,50,0,0,0
300,301,sharpness +1,100,70,30,60,0,0,0
300,301,sharpness +2,100,70,30,70,0,0,0
300,301,sharpness +3,100,70,30,80,0,0,0
300,301,sharpness +4,100,70,30,90,0,0,0
300,301,sharpness +5,100,70,30,100,0,0,0
301,302,base,140,70,30,60,0,0,0
301,302,sharpness +1,140,70,30,70,0,0,0
301,302,sharpness +2,140,70,30,80,0,0,0
301,302,sharpness +3,140,70,30,90,0,0,0
301,302,sharpness +4,140,70,30,100,0,0,0
301,302,sharpness +5,140,70,30,100,10,0,0
302,303,base,130,70,30,70,0,0,0
302,303,sharpness +1,130,70,30,80,0,0,0
302,303,sharpness +2,130,70,30,90,0,0,0
302,303,sharpness +3,130,70,30,100,0,0,0
302,303,sharpness +4,130,70,30,100,10,0,0
302,303,sharpness +5,130,70,30,100,20,0,0
303,304,base,100,120,40,50,40,0,0
303,304,sharpness +1,100,120,40,50,50,0,0
303,304,sharpness +2,100,120,40,50,60,0,0
303,304,sharpness +3,100,120,40,50,70,0,0
303,304,sharpness +4,100,120,40,50,80,0,0
303,304,sharpness +5,100,120,40,50,90,0,0
304,305,base,110,70,30,40,0,0,0
304,305,sharpness +1,110,70,30,50,0,0,0
304,305,sharpness +2,110,70,30,60,0,0,0
304,305,sharpness +3,110,70,30,70,0,0,0
304,305,sharpness +4,110,70,30,80,0,0,0
304,305,sharpness +5,110,70,30,90,0,0,0
305,306,base,140,70,30,60,0,0,0
305,306,sharpness +1,140,70,30,70,0,0,0
305,306,sharpness +2,140,70,30,80,0,0,0
305,306,sharpness +3,140,70,30,90,0,0,0
305,306,sharpness +4,140,70,30,100,0,0,0
305,306,sharpness +5,140,70,30,100,10,0,0
306,307,base,100,100,40,40,20,0,0
306,307,sharpness +1,100,100,40,40,30,0,0
306,307,sharpness +2,100,100,40,40,40,0,0
306,307,sharpness +3,100,100,40,40,50,0,0
306,307,sharpness +4,100,100,40,40,60,0,0
306,307,sharpness +5,100,100,40,40,70,0,0
307,308,base,90,50,60,120,30,0,0
307,308,sharpness +1,90,50,60,120,40,0,0
307,308,sharpness +2,90,50,60,120,50,0,0
307,308,sharpness +3,90,50,60,120,60,0,0
307,308,sharpness +4,90,50,60,120,60,10,0
307,308,sharpness +5,90,50,60,120,60,20,0
308,309,base,80,50,50,20,0,0,0
308,309,sharpness +1,80,50,50,30,0,0,0
308,309,sharpness +2,80,50,50,40,0,0,0
308,309,sharpness +3,80,50,50,50,0,0,0
308,309,sharpness +4,80,50,50,60,0,0,0
308,309,sharpness +5,80,50,50,70,0,0,0
309,310,base,120,70,30,30,0,0,0
309,310,sharpness +1,120,70,30,40,0,0,0
309,310,sharpness +2,120,70,30,50,0,0,0
309,310,sharpness +3,120,70,30,60,0,0,0
309,310,sharpness +4,120,70,30,70,0,0,0
309,310,sharpness +5,120,70,30,80,0,0,0
310,311,base,110,70,30,40,0,0,0
310,311,sharpness +1,110,70,30,50,0,0,0
310,311,sharpness +2,110,70,30,60,0,0,0
310,311,sharpness +3,110,70,30,70,0,0,0
310,311,sharpness +4,110,70,30,80,0,0,0
310,311,sharpness +5,110,70,30,90,0,0,0
311,312,base,140,70,30,60,0,0,0
311,312,sharpness +1,140,70,30,70,0,0,0
311,312,sharpness +2,140,70,30,80,0,0,0
311,312,sharpness +3,140,70,30,90,0,0,0
311,312,sharpness +4,140,70,30,100,0,0,0
311,312,sharpness +5,140,70,30,100,10,0,0
312,313,base,100,100,40,40,20,0,0
312,313,sharpness +1,100,100,40,40,30,0,0
312,313,sharpness +2,100,100,40,40,40,0,0
312,313,sharpness +3,100,100,40,40,50,0,0
312,313,sharpness +4,100,100,40,40,60,0,0
312,313,sharpness +5,100,100,40,40,70,0,0
313,314,base,110,150,30,30,30,0,0
313,314,sharpness +1,110,150,30,30,40,0,0
313,314,sharpness +2,110,150,30,30,50,0,0
313,314,sharpness +3,110,150,30,30,50,10,0
313,314,sharpness +4,110,150,30,30,50,20,0
313,314,sharpness +5,110,150,30,30,50,30,0
314,315,base,100,100,40,40,20,0,0
314,315,sharpness +1,100,100,40,40,30,0,0
314,315,sharpness +2,100,100,40,40,40,0,0
314,315,sharpness +3,100,100,40,40,50,0,0
314,315,sharpness +4,100,100,40,40,60,0,0
314,315,sharpness +5,100,100,40,40,70,0,0
315,316,base,200,70,20,20,40,0,0
315,316,sharpness +1,200,70,20,20,50,0,0
315,316,sharpness +2,200,70,20,20,50,10,0
315,316,sharpness +3,200,70,20,20,50,20,0
315,316,sharpness +4,200,70,20,20,50,30,0
315,316,sharpness +5,200,70,20,20,50,40,0
316,317,base,100,70,30,50,0,0,0
316,317,sharpness +1,100,70,30,60,0,0,0
316,317,sharpness +2,100,70,30,70,0,0,0
316,317,sharpness +3,100,70,30,80,0,0,0
316,317,sharpness +4,100,70,30,90,0,0,0
316,317,sharpness +5,100,70,30,100,0,0,0
317,318,base,80,70,30,70,0,0,0
317,318,sharpness +1,80,70,30,80,0,0,0
317,318,sharpness +2,80,70,30,90,0,0,0
317,318,sharpness +3,80,70,30,100,0,0,0
317,318,sharpness +4,80,70,30,110,0,0,0
317,318,sharpness +5,80,70,30,120,0,0,0
318,319,base,90,100,40,40,30,0,0
318,319,sharpness +1,90,100,40,40,40,0,0
318,319,sharpness +2,90,100,40,40,50,0,0
318,319,sharpness +3,90,100,40,40,60,0,0
318,319,sharpness +4,90,100,40,40,70,0,0
318,319,sharpness +5,90,100,40,40,80,0,0
319,320,base,80,100,40,40,40,0,0
319,320,sharpness +1,80,100,40,40,50,0,0
319,320,sharpness +2,80,100,40,40,60,0,0
319,320,sharpness +3,80,100,40,40,70,0,0
319,320,sharpness +4,80,100,40,40,80,0,0
319,320,sharpness +5,80,100,40,40,90,0,0
