,id,name,type,damage_type,attack,raw,affinity,total_slots,base_durability,max_durability,elements,element_damage,element_hidden
297,298,Strong Hatchets 1,dual-blades,sever,238,170,0,1,300.0,350.0,blast,150,Yes
298,299,Strong Hatchets 2,dual-blades,sever,266,190,0,1,350.0,400.0,blast,180,Yes
299,300,Blazing Hatchets 1,dual-blades,sever,196,140,0,0,250.0,300.0,fire,90,No
300,301,Blazing Hatchets 2,dual-blades,sever,210,150,0,0,250.0,300.0,fire,120,No
301,302,Anja Cyclone 1,dual-blades,sever,238,170,0,0,300.0,350.0,fire,150,No
302,303,Anja Cyclone 2,dual-blades,sever,266,190,0,0,300.0,350.0,fire,180,No
303,304,Anja Cyclone 3,dual-blades,sever,294,210,0,0,350.0,400.0,fire,210,No
304,305,Diablos Hatchets 1,dual-blades,sever,224,160,0,0,250.0,300.0,None,0,No
305,306,Diablos Hatchets 2,dual-blades,sever,266,190,0,1,300.0,350.0,ice,90,Yes
306,307,Diablos Clubs 1,dual-blades,sever,294,210,0,1,300.0,350.0,ice,90,Yes
307,308,Diablos Clubs 2,dual-blades,sever,322,230,0,1,350.0,400.0,ice,90,Yes
308,309,Madness Pangas 1,dual-blades,sever,154,110,0,0,200.0,250.0,water,90,No
309,310,Madness Pangas 2,dual-blades,sever,182,130,0,0,250.0,300.0,water,90,No
310,311,Madness Pangas 3,dual-blades,sever,210,150,0,0,250.0,300.0,water,120,No
311,312,Jyura Hatchets 1,dual-blades,sever,238,170,0,1,300.0,350.0,water,150,No
312,313,Jyura Hatchets 2,dual-blades,sever,252,180,0,1,300.0,350.0,water,180,No
313,314,Jyura Hatchets 3,dual-blades,sever,266,190,0,1,350.0,400.0,water,210,No
314,315,Lava Cyclone 1,dual-blades,sever,252,180,0,2,300.0,350.0,fire,120,No
315,316,Lava Cyclone 2,dual-blades,sever,252,180,0,2,350.0,400.0,fire,150,No
316,317,Taurus Pangas 1,dual-blades,sever,168,120,0,0,250.0,300.0,None,0,No
317,318,Taurus Pangas 2,dual-blades,sever,182,130,0,0,250.0,300.0,None,0,No
318,319,Dark Ripper 1,dual-blades,sever,196,140,0,1,300.0,350.0,paralysis,90,Yes
319,320,Dark Ripper 2,dual-blades,sever,210,150,0,1,300.0,350.0,paralysis,90,Yes
320,321,Dark Ripper 3,dual-blades,sever,224,160,0,1,350.0,400.0,paralysis,90,Yes
321,322,Pulsar Hatchets 1,dual-blades,sever,154,110,10,0,200.0,250.0,thunder,60,No
322,323,Pulsar Hatchets 2,dual-blades,sever,168,120,10,0,250.0,300.0,thunder,60,No
323,324,Pulsar Hatchets 3,dual-blades,sever,196,140,10,0,250.0,300.0,thunder,60,No
324,325,Kadachi Claws 1,dual-blades,sever,224,160,10,1,300.0,350.0,thunder,90,No
325,326,Kadachi Claws 2,dual-blades,sever,238,170,10,1,300.0,350.0,thunder,120,No
326,327,Kadachi Claws 3,dual-blades,,252,180,10,1,350.0,400.0,thunder,150,No
327,328,Garon Hatchets 1,dual-blades,sever,182,130,20,0,250.0,300.0,None,0,No
328,329,Garon Hatchets 2,dual-blades,sever,196,140,20,0,300.0,350.0,fire,180,Yes
329,330,Blood-drinker Chainblade,dual-blades,sever,210,150,20,0,300.0,350.0,fire,180,Yes
330,331,Sin,dual-blades,sever,224,160,20,0,400.0,400.0,fire,180,Yes
331,332,Dragonbone Twinblades 1,dual-blades,sever,140,100,0,0,250.0,300.0,dragon,120,No
332,333,Dragonbone Twinblades 2,dual-blades,sever,168,120,0,0,250.0,300.0,dragon,150,No
333,334,Enduring Schism,dual-blades,sever,196,140,0,2,350.0,400.0,dragon,270,No
334,335,Kirin Bolts,dual-blades,sever,154,110,0,0,250.0,300.0,thunder,210,No
335,336,Kirin Bolts+,dual-blades,sever,196,140,0,0,350.0,400.0,thunder,240,No
336,337,Monarch,dual-blades,sever,224,160,0,0,350.0,400.0,thunder,270,No
337,338,Magda Ungulae 1,dual-blades,sever,224,160,0,1,300.0,350.0,blast,180,No
338,339,Magda Ungulae 2,dual-blades,sever,308,220,0,1,350.0,400.0,blast,210,No
339,340,Blacksteel Twins 1,dual-blades,sever,140,100,0,0,300.0,350.0,dragon,90,No
340,341,Blacksteel Twins 2,dual-blades,sever,154,110,0,0,300.0,350.0,dragon,120,No
341,342,Twin Nails,dual-blades,sever,238,170,10,1,350.0,400.0,ice,210,No
342,343,Fire and Ice,dual-blades,sever,252,180,10,1,350.0,400.0,ice/blast,240,No
343,344,Xeno Raqs,dual-blades,sever,238,170,15,2,350.0,400.0,dragon,150,No
344,345,Iron Hammer 1,hammer,blunt,416,80,0,0,200.0,250.0,None,0,No
345,346,Iron Hammer 2,hammer,blunt,468,90,0,0,200.0,250.0,None,0,No
346,347,Iron Hammer 3,hammer,blunt,520,100,0,0,200.0,250.0,None,0,No
347,348,Iron Demon 1,hammer,blunt,572,110,0,0,250.0,300.0,None,0,No
348,349,Iron Demon 2,hammer,blunt,676,130,0,0,250.0,300.0,None,0,No
349,350,Iron Demon 3,hammer,blunt,728,140,0,1,300.0,350.0,blast,210,Yes
350,351,Iron Archdemon 1,hammer,blunt,832,160,0,1,300.0,350.0,blast,240,Yes
351,352,Iron Archdemon 2,hammer,blunt,936,180,0,2,350.0,400.0,blast,270,Yes
352,353,Nergal Crusher,hammer,blunt,1040,200,0,1,400.0,400.0,dragon,90,No
353,354,Obliteration's Footfall,hammer,blunt,1092,210,0,1,400.0,400.0,dragon,120,No
354,355,Frozen Core,hammer,blunt,624,120,0,0,250.0,300.0,ice,270,No
355,356,Frozen Core+,hammer,blunt,832,160,0,1,300.0,350.0,ice,390,No
356,357,Cocytus,hammer,blunt,936,180,0,1,350.0,400.0,ice,450,No
357,358,Aqua Hammer 1,hammer,blunt,572,110,0,0,200.0,250.0,water,90,No
358,359,Aqua Hammer 2,hammer,blunt,624,120,0,0,250.0,300.0,water,120,No
359,360,Aqua Hammer 3,hammer,blunt,676,130,0,0,250.0,300.0,water,150,No
360,361,Water Basher 1,hammer,blunt,780,150,0,1,300.0,350.0,water,180,No
361,362,Water Basher 2,hammer,blunt,832,160,0,1,300.0,350.0,water,210,No
362,363,Water Basher 3,hammer,blunt,936,180,0,1,350.0,400.0,water,240,No
363,364,Girros Hammer 1,hammer,blunt,624,120,0,0,250.0,300.0,paralysis,210,No
364,365,Girros Hammer 2,hammer,blunt,676,130,0,0,250.0,300.0,paralysis,270,No
365,366,Malady's Fist 1,hammer,blunt,728,140,20,0,300.0,350.0,paralysis,330,No
366,367,Malady's Fist 2,hammer,blunt,780,150,20,0,300.0,350.0,paralysis,360,No
367,368,Malady's Fist 3,hammer,blunt,832,160,20,0,350.0,400.0,paralysis,390,No
368,369,Blooming Hammer 1,hammer,blunt,520,100,0,0,200.0,250.0,poison,300,No
369,370,Blooming Hammer 2,hammer,blunt,624,120,0,0,250.0,300.0,poison,360,No
370,371,Blooming Hammer 3,hammer,blunt,728,140,0,0,250.0,300.0,poison,420,No
371,372,Buon Fiore,hammer,blunt,780,150,0,2,300.0,350.0,poison,480,No
372,373,Buona Flora,hammer,blunt,936,180,0,2,350.0,400.0,poison,540,No
373,374,Thunder Hammer 1,hammer,blunt,676,130,0,0,250.0,300.0,thunder,180,No
374,375,Thunder Hammer 2,hammer,blunt,780,150,0,0,250.0,300.0,thunder,210,No
375,376,Lightning Bash 1,hammer,blunt,832,160,0,1,300.0,350.0,thunder,240,No
376,377,Lightning Bash 2,hammer,blunt,884,170,0,1,300.0,350.0,thunder,270,No
377,378,Lightning Bash 3,hammer,blunt,988,190,0,1,350.0,400.0,thunder,300,No
378,379,Bone Bludgeon 1,hammer,blunt,520,100,0,0,200.0,250.0,None,0,No
379,380,Bone Bludgeon 2,hammer,blunt,572,110,0,0,200.0,250.0,None,0,No
380,381,Bone Bludgeon 3,hammer,blunt,624,120,0,0,200.0,250.0,None,0,No
381,382,Fossil Bludgeon 1,hammer,blunt,728,140,0,0,250.0,300.0,None,0,No
382,383,Fossil Bludgeon 2,hammer,blunt,780,150,0,0,250.0,300.0,None,0,No
383,384,Fossil Bludgeon 3,hammer,blunt,832,160,0,1,300.0,350.0,thunder,360,Yes
384,385,Grandrock 1,hammer,blunt,884,170,0,1,300.0,350.0,thunder,390,Yes
385,386,Grandrock 2,hammer,blunt,988,190,0,1,350.0,400.0,thunder,420,Yes
386,387,Hazak Vlafos,hammer,blunt,988,190,0,1,350.0,400.0,dragon,210,No
387,388,Pandemonium's Root,hammer,blunt,1040,200,0,1,350.0,400.0,dragon,270,No
388,389,Bone Spike 1,hammer,blunt,676,130,0,0,250.0,300.0,sleep,150,No
389,390,Bone Spike 2,hammer,blunt,728,140,0,0,250.0,300.0,sleep,180,No
390,391,Baan Strike 1,hammer,blunt,780,150,0,0,300.0,350.0,sleep,210,No
391,392,Baan Strike 2,hammer,blunt,884,170,0,0,300.0,350.0,sleep,240,No
392,393,Baan Strike 3,hammer,blunt,988,190,0,0,350.0,400.0,sleep,270,No
393,394,Brazenbreak 1,hammer,blunt,988,190,0,1,300.0,350.0,fire,120,No
394,395,Brazenbreak 2,hammer,blunt,1092,210,0,1,350.0,400.0,fire,120,No
395,396,Kulu Beak 1,hammer,blunt,624,120,15,0,200.0,250.0,None,0,No
396,397,Kulu Beak 2,hammer,blunt,676,130,15,0,250.0,300.0,None,0,No
397,398,Kulu Beak 3,hammer,blunt,728,140,15,0,250.0,300.0,None,0,No
398,399,Crushing Beak 1,hammer,blunt,780,150,25,0,300.0,350.0,sleep,240,Yes
399,400,Crushing Beak 2,hammer,blunt,832,160,25,0,300.0,350.0,sleep,300,Yes
400,401,Crushing Beak 3,hammer,blunt,884,170,25,0,350.0,400.0,sleep,360,Yes
401,402,Diablos Sledge 1,hammer,blunt,884,170,0,0,250.0,300.0,None,0,No
402,403,Diablos Sledge 2,hammer,blunt,988,190,0,1,300.0,350.0,ice,150,Yes
403,404,Diablos Shatterer 1,hammer,blunt,1092,210,0,1,300.0,350.0,ice,150,Yes
404,405,Diablos Shatterer 2,hammer,blunt,1196,230,0,1,350.0,400.0,ice,150,Yes
405,406,Carapace Sledge 1,hammer,blunt,676,130,0,0,200.0,250.0,None,0,No
406,407,Carapace Sledge 2,hammer,blunt,728,140,0,0,250.0,300.0,None,0,No
407,408,Carapace Sledge 3,hammer,blunt,832,160,0,0,250.0,300.0,None,0,No
408,409,Barroth Breaker 1,hammer,blunt,936,180,0,1,300.0,350.0,paralysis,270,Yes
409,410,Barroth Breaker 2,hammer,blunt,988,190,0,2,300.0,350.0,paralysis,330,Yes
410,411,Barroth Breaker 3,hammer,blunt,1040,200,0,2,350.0,400.0,paralysis,390,Yes
411,412,Blazing Hammer 1,hammer,blunt,780,150,0,0,250.0,300.0,fire,210,No
412,413,Blazing Hammer 2,hammer,blunt,832,160,0,0,250.0,300.0,fire,270,No
413,414,Anja Striker 1,hammer,blunt,884,170,0,0,300.0,350.0,fire,330,No
414,415,Anja Striker 2,hammer,blunt,988,190,0,0,300.0,350.0,fire,360,No
415,416,Anja Striker 3,hammer,blunt,1092,210,0,0,350.0,400.0,fire,450,No
416,417,Dragonbone Basher 1,hammer,blunt,520,100,0,0,250.0,300.0,dragon,300,No
417,418,Dragonbone Basher 2,hammer,blunt,572,110,0,0,250.0,300.0,dragon,360,No
418,419,Dragonbone Basher 3,hammer,blunt,832,160,0,1,350.0,400.0,dragon,420,No
419,420,Magda Floga,hammer,blunt,832,160,0,1,300.0,350.0,blast,330,No
420,421,Ragefire Magda Floga,hammer,blunt,1144,220,0,1,350.0,400.0,blast,420,No
421,422,Blacksteel Hammer 1,hammer,blunt,520,100,0,0,300.0,350.0,dragon,120,No
422,423,Blacksteel Hammer 2,hammer,blunt,572,110,0,0,300.0,350.0,dragon,150,No
423,424,Icesteel Hammer,hammer,blunt,988,190,10,1,350.0,400.0,ice,120,No
424,425,Daora's Colossus,hammer,blunt,1040,200,10,1,350.0,400.0,ice,150,No
425,426,Xeno Maph'agarna,hammer,blunt,884,170,15,2,350.0,400.0,dragon,180,No
426,427,Jail Hammer,hammer,blunt,832,160,0,1,350.0,400.0,paralysis,180,No
427,428,Binder Mace,hammer,blunt,936,180,0,1,350.0,400.0,paralysis,210,No
428,429,Metal Bagpipe 1,hunting-horn,blunt,336,80,0,0,200.0,250.0,None,0,No
429,430,Metal Bagpipe 2,hunting-horn,blunt,378,90,0,0,200.0,250.0,None,0,No
430,431,Metal Bagpipe 3,hunting-horn,blunt,420,100,0,0,200.0,250.0,None,0,No
431,432,Great Bagpipe 1,hunting-horn,blunt,462,110,0,0,250.0,300.0,None,0,No
432,433,Great Bagpipe 2,hunting-horn,blunt,546,130,0,0,250.0,300.0,None,0,No
433,434,Great Bagpipe 3,hunting-horn,blunt,588,140,0,1,300.0,350.0,paralysis,210,Yes
434,435,Fortissimo 1,hunting-horn,blunt,672,160,0,1,300.0,350.0,paralysis,240,Yes
435,436,Fortissimo 2,hunting-horn,blunt,756,180,0,2,350.0,400.0,paralysis,270,Yes
436,437,Nergal Groove,hunting-horn,blunt,840,200,0,1,400.0,400.0,dragon,120,No
437,438,Desolation's Overture,hunting-horn,blunt,882,210,0,1,400.0,400.0,dragon,150,No
438,439,Thunder Gaida 1,hunting-horn,blunt,504,120,0,0,250.0,300.0,thunder,120,No
439,440,Thunder Gaida 2,hunting-horn,blunt,546,130,0,0,250.0,300.0,thunder,150,No
440,441,Lightning Drum 1,hunting-horn,blunt,630,150,0,1,300.0,350.0,thunder,180,No
441,442,Lightning Drum 2,hunting-horn,blunt,714,170,0,1,300.0,350.0,thunder,210,No
442,443,Lightning Drum 3,hunting-horn,blunt,756,180,0,1,350.0,400.0,thunder,240,No
443,444,Kulu Duda 1,hunting-horn,blunt,420,100,15,0,200.0,250.0,None,0,No
444,445,Kulu Duda 2,hunting-horn,blunt,504,120,15,0,250.0,300.0,None,0,No
445,446,Kulu Duda 3,hunting-horn,blunt,588,140,15,0,250.0,300.0,None,0,No
446,447,Dancing Davul 1,hunting-horn,blunt,630,150,20,0,300.0,350.0,sleep,240,Yes
447,448,Dancing Davul 2,hunting-horn,blunt,672,160,20,0,300.0,350.0,sleep,300,Yes
448,449,Dancing Davul 3,hunting-horn,blunt,714,170,25,0,350.0,400.0,sleep,360,Yes
449,450,Valkyrie Chordmaker,hunting-horn,blunt,462,110,15,0,250.0,300.0,fire,150,No
450,451,Queen Chordmaker,hunting-horn,blunt,630,150,15,1,300.0,350.0,fire,180,No
451,452,Coral Chordmaker,hunting-horn,blunt,714,170,25,1,300.0,350.0,fire,210,No
452,453,Royal Chordmaker,hunting-horn,blunt,798,190,25,1,350.0,400.0,fire,240,No
453,454,Aqua Bagpipe 1,hunting-horn,blunt,420,100,0,0,200.0,250.0,water,120,No
454,455,Aqua Bagpipe 2,hunting-horn,blunt,504,120,0,0,250.0,300.0,water,150,No
455,456,Aqua Bagpipe 3,hunting-horn,blunt,546,130,0,0,250.0,300.0,water,180,No
456,457,Water Tamtam 1,hunting-horn,blunt,588,140,0,1,300.0,350.0,water,210,No
457,458,Water Tamtam 2,hunting-horn,blunt,672,160,0,1,300.0,350.0,water,240,No
458,459,Water Tamtam 3,hunting-horn,blunt,756,180,0,1,350.0,400.0,water,270,No
459,460,Glacial Bagpipe 1,hunting-horn,blunt,546,130,0,0,250.0,300.0,ice,240,No
460,461,Glacial Bagpipe 2,hunting-horn,blunt,588,140,0,0,300.0,350.0,ice,300,No
461,462,Sectored,hunting-horn,blunt,630,150,0,0,300.0,350.0,ice,330,No
462,463,Legia Sectored,hunting-horn,blunt,672,160,0,0,350.0,400.0,ice,360,No
463,464,Bone Horn 1,hunting-horn,blunt,420,100,0,0,200.0,250.0,None,0,No
464,465,Bone Horn 2,hunting-horn,blunt,462,110,0,0,200.0,250.0,None,0,No
465,466,Bone Horn 3,hunting-horn,blunt,504,120,0,0,200.0,250.0,None,0,No
466,467,Hard Bone Horn 1,hunting-horn,blunt,588,140,0,0,250.0,300.0,None,0,No
467,468,Hard Bone Horn 2,hunting-horn,blunt,672,160,0,1,250.0,300.0,ice,180,Yes
468,469,Hard Bone Horn 3,hunting-horn,,672,160,0,1,300.0,350.0,ice,180,Yes
469,470,Heavy Bone Horn 1,hunting-horn,blunt,714,170,0,1,300.0,350.0,ice,210,Yes
470,471,Heavy Bone Horn 2,hunting-horn,blunt,798,190,0,1,350.0,400.0,ice,240,Yes
471,472,Gama Horn 1,hunting-horn,blunt,756,180,0,2,300.0,350.0,blast,120,No
472,473,Gama Horn 2,hunting-horn,blunt,798,190,0,2,350.0,400.0,blast,150,No
473,474,Blazing Horn 1,hunting-horn,blunt,546,130,0,0,250.0,300.0,fire,210,No
474,475,Blazing Horn 2,hunting-horn,blunt,630,150,0,0,250.0,300.0,fire,240,No
475,476,Anja Barone 1,hunting-horn,blunt,672,160,0,0,300.0,350.0,fire,270,No
476,477,Anja Barone 2,hunting-horn,blunt,798,190,0,0,300.0,350.0,fire,330,No
477,478,Anja Barone 3,hunting-horn,blunt,882,210,0,0,350.0,400.0,fire,450,No
478,479,Blooming Horn 1,hunting-horn,blunt,504,120,0,0,200.0,250.0,poison,240,No
479,480,Blooming Horn 2,hunting-horn,blunt,546,130,0,0,250.0,300.0,poison,300,No
480,481,Blooming Horn 3,hunting-horn,blunt,588,140,0,0,250.0,300.0,poison,360,No
481,482,Datura Horn 1,hunting-horn,blunt,630,150,0,2,300.0,350.0,poison,420,No
482,483,Datura Horn 2,hunting-horn,blunt,672,160,0,2,300.0,350.0,poison,480,No
483,484,Datura Horn 3,hunting-horn,blunt,714,170,0,2,350.0,400.0,poison,540,No
484,485,Lumu Horn 1,hunting-horn,blunt,546,130,10,0,250.0,300.0,None,0,No
485,486,Lumu Horn 2,hunting-horn,blunt,588,140,10,0,250.0,300.0,None,0,No
486,487,Lumu Barone 1,hunting-horn,blunt,630,150,10,2,300.0,350.0,water,420,Yes
487,488,Lumu Barone 2,hunting-horn,blunt,672,160,10,2,300.0,350.0,water,480,Yes
488,489,Lumu Barone 3,hunting-horn,blunt,714,170,10,2,350.0,400.0,water,570,Yes
489,490,Rookslayer Drum,hunting-horn,blunt,756,180,0,2,300.0,350.0,blast,180,No
490,491,Bazelreid Rookslayer,hunting-horn,blunt,840,200,0,2,350.0,400.0,blast,210,No
491,492,Sonic Horn 1,hunting-horn,blunt,462,110,0,0,200.0,250.0,paralysis,120,No
492,493,Sonic Horn 2,hunting-horn,blunt,504,120,0,0,250.0,300.0,paralysis,150,No
493,494,Sonic Horn 3,hunting-horn,blunt,546,130,0,0,250.0,300.0,paralysis,180,No
494,495,Glass Royale,hunting-horn,blunt,588,140,0,2,300.0,350.0,paralysis,240,No
495,496,Glass Royale+,hunting-horn,blunt,630,150,0,2,300.0,350.0,paralysis,270,No
496,497,Queen Vespoid Horn,hunting-horn,blunt,672,160,0,2,350.0,400.0,paralysis,300,No
497,498,Spiked Horn 1,hunting-horn,blunt,546,130,0,0,250.0,300.0,sleep,150,No
498,499,Spiked Horn 2,hunting-horn,blunt,588,140,0,0,250.0,300.0,sleep,180,No
499,500,Baan Horn 1,hunting-horn,blunt,672,160,0,0,300.0,350.0,sleep,210,No
500,501,Baan Horn 2,hunting-horn,blunt,756,180,0,0,300.0,350.0,sleep,240,No
501,502,Baan Horn 3,hunting-horn,blunt,798,190,0,0,350.0,400.0,sleep,270,No
502,503,Dragonbone Auldhorn 1,hunting-horn,blunt,420,100,0,0,250.0,300.0,dragon,300,No
503,504,Dragonbone Auldhorn 2,hunting-horn,blunt,462,110,0,0,250.0,300.0,dragon,360,No
504,505,Dragonbone Auldhorn 3,hunting-horn,blunt,672,160,0,2,350.0,400.0,dragon,420,No
505,506,Thundercry Horn,hunting-horn,blunt,504,120,0,0,250.0,300.0,thunder,390,No
506,507,Thunderbolt Horn 1,hunting-horn,blunt,588,140,0,0,350.0,400.0,thunder,480,No
507,508,Thunderbolt Horn 2,hunting-horn,blunt,672,160,0,0,350.0,400.0,thunder,540,No
508,509,Blacksteel Dragonhorn 1,hunting-horn,blunt,420,100,0,0,300.0,350.0,dragon,120,No
509,510,Blacksteel Dragonhorn 2,hunting-horn,blunt,462,110,0,0,300.0,350.0,dragon,150,No
510,511,Teostra's Tiple,hunting-horn,blunt,756,180,0,0,350.0,400.0,blast,330,No
511,512,Teostra's Orphée,hunting-horn,blunt,798,190,0,0,350.0,400.0,blast,390,No
512,513,Xeno Manasheena,hunting-horn,blunt,714,170,15,2,350.0,400.0,dragon,180,No
513,514,Iron Lance 1,lance,sever,184,80,0,0,200.0,250.0,None,0,No
514,515,Iron Lance 2,lance,sever,207,90,0,0,200.0,250.0,None,0,No
515,516,Iron Lance 3,lance,sever,230,100,0,0,200.0,250.0,None,0,No
516,517,Steel Lance 1,lance,sever,253,110,0,0,250.0,300.0,None,0,No
517,518,Steel Lance 2,lance,sever,299,130,0,0,250.0,300.0,None,0,No
518,519,Steel Lance 3,lance,sever,322,140,0,1,300.0,350.0,paralysis,210,Yes
519,520,Chrome Lance 1,lance,sever,368,160,0,1,300.0,350.0,paralysis,240,Yes
520,521,Chrome Lance 2,lance,sever,414,180,0,2,350.0,400.0,paralysis,270,Yes
521,522,Nergal Impaler,lance,sever,460,200,0,1,400.0,400.0,dragon,120,No
522,523,Perdition's Hand,lance,sever,483,210,0,1,400.0,400.0,dragon,150,No
523,524,Glacial Lance 1,lance,sever,299,130,0,0,250.0,300.0,ice,270,No
524,525,Glacial Lance 2,lance,sever,322,140,0,0,300.0,350.0,ice,300,No
525,526,Legiana Halberd 1,lance,sever,345,150,0,0,300.0,350.0,ice,330,No
526,527,Legiana Halberd 2,lance,sever,368,160,0,0,350.0,400.0,ice,360,No
527,528,Kulu Lance 1,lance,sever,253,110,15,0,200.0,250.0,None,0,No
528,529,Kulu Lance 2,lance,sever,276,120,15,0,250.0,300.0,None,0,No
529,530,Kulu Lance 3,lance,sever,299,130,15,0,250.0,300.0,None,0,No
530,531,Kulu Hasta 1,lance,sever,345,150,25,0,300.0,350.0,sleep,330,Yes
531,532,Kulu Hasta 2,lance,sever,368,160,25,0,300.0,350.0,sleep,330,Yes
532,533,Kulu Hasta 3,lance,sever,391,170,25,0,350.0,400.0,sleep,360,Yes
533,534,Gama Pilebunker 1,lance,sever,368,160,0,2,300.0,350.0,blast,180,No
534,535,Gama Pilebunker 2,lance,sever,391,170,0,2,350.0,400.0,blast,210,No
535,536,Thunder Lance 1,lance,sever,276,120,0,0,250.0,300.0,thunder,120,No
536,537,Thunder Lance 2,lance,sever,322,140,0,0,250.0,300.0,thunder,150,No
537,538,Lightning Spire 1,lance,sever,368,160,0,1,300.0,350.0,thunder,180,No
538,539,Lightning Spire 2,lance,sever,391,170,0,1,300.0,350.0,thunder,210,No
539,540,Lightning Spire 3,lance,sever,414,180,0,1,350.0,400.0,thunder,240,No
540,541,Blooming Lance 1,lance,sever,230,100,0,0,200.0,250.0,poison,240,No
541,542,Blooming Lance 2,lance,sever,253,110,0,0,250.0,300.0,poison,300,No
542,543,Blooming Lance 3,lance,sever,299,130,0,0,250.0,300.0,poison,360,No
543,544,Datura Pike 1,lance,sever,345,150,0,2,300.0,350.0,poison,420,No
544,545,Datura Pike 2,lance,sever,368,160,0,2,300.0,350.0,poison,480,No
545,546,Datura Pike 3,lance,sever,391,170,0,2,350.0,400.0,poison,540,No
546,547,Flame Lance 1,lance,sever,299,130,10,0,250.0,300.0,fire,180,No
547,548,Flame Lance 2,lance,sever,322,140,10,1,300.0,350.0,fire,210,No
548,549,Red Tail,lance,sever,391,170,10,1,300.0,350.0,fire,240,No
549,550,Blue Tail,lance,sever,414,180,20,1,350.0,400.0,fire,270,No
550,551,Blue Prominence,lance,sever,437,190,20,1,350.0,400.0,fire,300,No
551,552,Bone Lance 1,lance,sever,207,90,0,0,200.0,250.0,None,0,No
552,553,Bone Lance 2,lance,sever,253,110,0,0,200.0,250.0,None,0,No
553,554,Bone Lance 3,lance,,253,110,0,0,200.0,250.0,None,0,No
554,555,Hard Bone Lance 1,lance,sever,322,140,0,0,250.0,300.0,None,0,No
555,556,Hard Bone Lance 2,lance,sever,345,150,0,0,250.0,300.0,None,0,No
556,557,Hard Bone Lance 3,lance,sever,368,160,0,1,300.0,350.0,poison,180,Yes
557,558,Heavy Bone Lance 1,lance,sever,391,170,0,1,300.0,350.0,poison,210,Yes
558,559,Heavy Bone Lance 2,lance,sever,437,190,0,1,350.0,400.0,poison,240,Yes
559,560,Hazak Wächter,lance,sever,437,190,0,1,350.0,400.0,dragon,240,No
560,561,Love's Sorrow,lance,sever,460,200,0,1,350.0,400.0,dragon,270,No
561,562,Taurus Lance 1,lance,sever,276,120,0,0,250.0,300.0,None,0,No
562,563,Taurus Lance 2,lance,sever,299,130,0,0,250.0,300.0,None,0,No
563,564,Dark Stinger 1,lance,sever,322,140,0,1,300.0,350.0,blast,180,Yes
564,565,Dark Stinger 2,lance,sever,345,150,0,1,300.0,350.0,blast,210,Yes
565,566,Dark Stinger 3,lance,sever,368,160,0,1,350.0,400.0,blast,240,Yes
566,567,Carapace Lance 1,lance,sever,253,110,0,0,200.0,250.0,None,0,No
567,568,Carapace Lance 2,lance,sever,276,120,0,0,250.0,300.0,None,0,No
568,569,Carapace Lance 3,lance,sever,345,150,0,0,250.0,300.0,None,0,No
569,570,Barroth Stinger 1,lance,sever,391,170,0,1,300.0,350.0,paralysis,300,Yes
570,571,Barroth Stinger 2,lance,sever,437,190,0,2,300.0,350.0,paralysis,330,Yes
571,572,Barroth Stinger 3,lance,sever,460,200,0,2,350.0,400.0,paralysis,360,Yes
572,573,Garon Lance 1,lance,sever,299,130,15,0,250.0,300.0,None,0,No
573,574,Garon Lance 2,lance,sever,322,140,15,0,300.0,350.0,fire,150,Yes
574,575,Garon Dhara 1,lance,sever,345,150,30,0,300.0,350.0,fire,180,Yes
575,576,Garon Dhara 2,lance,sever,391,170,30,0,400.0,400.0,fire,210,Yes
576,577,Aqua Horn 1,lance,sever,253,110,0,0,200.0,250.0,water,150,No
577,578,Aqua Horn 2,lance,sever,276,120,0,0,250.0,300.0,water,180,No
578,579,Aqua Horn 3,lance,sever,322,140,0,0,250.0,300.0,water,210,No
579,580,Water Spike 1,lance,sever,345,150,0,1,300.0,350.0,water,240,No
580,581,Water Spike 2,lance,sever,391,170,0,1,300.0,350.0,water,270,No
581,582,Water Spike 3,lance,sever,437,190,0,1,350.0,400.0,water,300,No
582,583,Dragonbone Lance 1,lance,sever,230,100,0,0,250.0,300.0,dragon,300,No
583,584,Dragonbone Lance 2,lance,sever,253,110,0,0,250.0,300.0,dragon,360,No
584,585,Dragonbone Lance 3,lance,sever,368,160,0,2,350.0,400.0,dragon,420,No
585,586,Rookslayer Lance,lance,sever,414,180,0,0,300.0,350.0,blast,180,No
586,587,Bazel Myniad Rookslayer,lance,sever,460,200,-10,0,350.0,400.0,blast,210,No
587,588,Thunderpike,lance,sever,253,110,10,0,250.0,300.0,thunder,420,No
588,589,Thunderspear,lance,sever,368,160,10,0,350.0,400.0,thunder,540,No
589,590,Thunderpiercer,lance,,368,160,10,0,350.0,400.0,thunder,540,No
590,591,Blacksteel Lance 1,lance,sever,230,100,0,0,300.0,350.0,dragon,120,No
591,592,Blacksteel Lance 2,lance,sever,253,110,0,0,300.0,350.0,dragon,150,No
592,593,Icesteel Spear,lance,sever,391,170,10,1,350.0,400.0,ice,210,No
593,594,Daora's Fang,lance,sever,414,180,10,1,350.0,400.0,ice,240,No
594,595,Xeno Zauta,lance,sever,391,170,15,2,350.0,400.0,dragon,180,No
595,596,Babel Spear,lance,sever,414,180,0,1,350.0,400.0,fire,270,Yes
596,597,Elder Babel Spear,lance,sever,460,200,0,1,350.0,400.0,fire,330,Yes
597,598,Iron Gunlance 1,gunlance,sever,184,80,0,0,200.0,250.0,None,0,No
