id,name,image,description,attack,defence,scalesWith,requiredAttributes,category,weight
17f69ac9f84l0i1opqor2ybht92g9q,Full Moon Crossbow,https://eldenring.fanapis.com/images/weapons/17f69ac9f84l0i1opqor2ybht92g9q.png,"One-of-a-kind enchanted crossbow of exquisitely detailed craftsmanship. Made to celebrate the matrimonial union, and reconciliation, between the houses of the Erdtree and the Full Moon, Leyndell and Raya Lucaria. The two rings dance when reloading the weapon. Reveals true worth when used with holy- infused bolts.","[{'name': 'Phy', 'amount': 50}, {'name': 'Mag', 'amount': 50}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}, {'name': 'Rng', 'amount': 42}]","[{'name': 'Phy', 'amount': 0}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Boost', 'amount': 0}]",[{'name': '-'}],"[{'name': 'Str', 'amount': 10}, {'name': 'Dex', 'amount': 10}, {'name': 'Int', 'amount': 14}]",Crossbow,4.0
17f69d4ff4fl0i1oq3u3wuk37p9n8y,Onyx Lord's Greatsword,https://eldenring.fanapis.com/images/weapons/17f69d4ff4fl0i1oq3u3wuk37p9n8y.png,"Greatsword forged from golden-hued meteoric ore.  The blade conceals gravity-manipulating magic. A weapon unique to the Onyx Lords, a race of ancients with skin of stone who were said to have risen to life when a meteor struck long ago. ","[{'name': 'Phy', 'amount': 118}, {'name': 'Mag', 'amount': 76}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 42}, {'name': 'Mag', 'amount': 42}, {'name': 'Fire', 'amount': 29}, {'name': 'Ligt', 'amount': 29}, {'name': 'Holy', 'amount': 29}, {'name': 'Boost', 'amount': 36}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'E'}, {'name': 'Int', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 20}, {'name': 'Dex', 'amount': 16}, {'name': 'Int', 'amount': 16}]",Curved Greatsword,11.5
17f697ea1a4l0i1oq4te6lr8su01zs,Crepus's Black-key Crossbow,https://eldenring.fanapis.com/images/weapons/17f697ea1a4l0i1oq4te6lr8su01zs.png,"Black crossbow featuring a long stock. Used for sniping, it has a very long range. Weapon of Crepus, who served the Two Fingers from the shadows of the Roundtable as the head confessor.","[{'name': 'Phy', 'amount': 68}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}, {'name': 'Rng', 'amount': 47}]","[{'name': 'Phy', 'amount': 0}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Boost', 'amount': 0}]","[{'name': '', 'scaling': '-'}]","[{'name': 'Str', 'amount': 14}, {'name': 'Dex', 'amount': 16}]",Crossbow,5.0
17f69d24aefl0i1oq9249e558exazo,Arbalest,https://eldenring.fanapis.com/images/weapons/17f69d24aefl0i1oq9249e558exazo.png,"Large crossbow made from composite materials. One of the largest of all bolt.firing devices. Its limbs are more pliable than metallic ones, allowing bolts fired from this weapon to pierce even forged of steel.","[{'name': 'Phy', 'amount': 69}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}, {'name': 'Rng', 'amount': 42}]","[{'name': 'Phy', 'amount': 0}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Boost', 'amount': 0}]",[{'name': '-'}],"[{'name': 'Str', 'amount': 18}, {'name': 'Dex', 'amount': 12}]",Crossbow,6.0
17f697d9a68l0i1oqeay5e8bb4oc3g,Bloodhound's Fang,https://eldenring.fanapis.com/images/weapons/17f697d9a68l0i1oqeay5e8bb4oc3g.png,Curved greatsword with a gently undulating blade wielded by Bloodhound Knights. A fearsome blade capable of brutal airborne attacks.,"[{'name': 'Phy', 'amount': 141}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 52}, {'name': 'Mag', 'amount': 36}, {'name': 'Fire', 'amount': 36}, {'name': 'Ligt', 'amount': 36}, {'name': 'Holy', 'amount': 36}, {'name': 'Boost', 'amount': 36}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'C'}]","[{'name': 'Str', 'amount': 18}, {'name': 'Dex', 'amount': 17}]",Curved Greatsword,11.5
17f69c95aedl0i1oqkej3b4sanu0ho,Dismounter,https://eldenring.fanapis.com/images/weapons/17f69c95aedl0i1oqkej3b4sanu0ho.png,"This curved greatsword wielded by the brawny sellswords of Kaiden combines the blades of a scimitar with the heft of a hatchet.  A difficult to handle weapon that demands much of the wielder's strength and dexterity, but with practice and ability, it can serve as a versatile weapon even on horseback. ","[{'name': 'Phy', 'amount': 138}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 50}, {'name': 'Mag', 'amount': 35}, {'name': 'Fire', 'amount': 35}, {'name': 'Ligt', 'amount': 35}, {'name': 'Holy', 'amount': 35}, {'name': 'Boost', 'amount': 35}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 19}, {'name': 'Dex', 'amount': 16}]",Curved Greatsword,10.0
17f6959a5afl0i1oqpihevj06l1n6f,Magma Wyrm's Scalesword,https://eldenring.fanapis.com/images/weapons/17f6959a5afl0i1oqpihevj06l1n6f.png,"Curved greatsword wielded by Magma Wyrms. The shape resembles a dragon's jaw and is covered in hard scales. It's said these land-bound dragons were once humans heroes who partook in dragon communication, a grave transgression for which they were cursed to crawl the earth upon their bellies, shadows of their former selves.","[{'name': 'Phy', 'amount': 114}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 74}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 48}, {'name': 'Mag', 'amount': 33}, {'name': 'Fire', 'amount': 48}, {'name': 'Ligt', 'amount': 33}, {'name': 'Holy', 'amount': 33}, {'name': 'Boost', 'amount': 42}]","[{'name': 'Str', 'scaling': 'C'}, {'name': 'Dex', 'scaling': 'D'}, {'name': 'Fai', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 24}, {'name': 'Dex', 'amount': 15}, {'name': 'Fai', 'amount': 18}]",Curved Greatsword,15.0
17f699cd816l0i1oqxnpfv24k6jntj,Omen Cleaver,https://eldenring.fanapis.com/images/weapons/17f699cd816l0i1oqxnpfv24k6jntj.png,"Heavy-bladed curved sword of colossal size awarded to Omen as a tool of war. This weapon is made to take advantage of brute strength.  The pattern etched upon the blade is the remnant of a deteriorating malediction. Indeed, when bestowing a weapon, preparations must be made for taking it away.","[{'name': 'Phy', 'amount': 142}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 52}, {'name': 'Mag', 'amount': 36}, {'name': 'Fire', 'amount': 36}, {'name': 'Ligt', 'amount': 36}, {'name': 'Holy', 'amount': 36}, {'name': 'Boost', 'amount': 36}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 19}, {'name': 'Dex', 'amount': 16}]",Curved Greatsword,11.5
17f6951db06l0i1or16gi01imzlv6v,Zamor Curved Sword,https://eldenring.fanapis.com/images/weapons/17f6951db06l0i1or16gi01imzlv6v.png,"Weapon wielded by the knights of Zamor who earned great renown during the War against the Giants. In apparent devotion to winter, the curved blade is styled after an icy wind and imbued with a powerful frost effect.","[{'name': 'Phy', 'amount': 125}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 47}, {'name': 'Mag', 'amount': 33}, {'name': 'Fire', 'amount': 33}, {'name': 'Ligt', 'amount': 33}, {'name': 'Holy', 'amount': 33}, {'name': 'Boost', 'amount': 33}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 16}, {'name': 'Dex', 'amount': 18}]",Curved Greatsword,9.0
17f69d7bd32l0i1or3zgprsj3kycze,Monk's Flameblade,https://eldenring.fanapis.com/images/weapons/17f69d7bd32l0i1or3zgprsj3kycze.png,Curved sword with a flickering flame motif. Wielded by the Fire Monks who came from the Mountaintops of the Giants. The monks came to the land of Liurnia in pursuit of a fugitive who stole their fire.,"[{'name': 'Phy', 'amount': 134}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 47}, {'name': 'Mag', 'amount': 33}, {'name': 'Fire', 'amount': 33}, {'name': 'Ligt', 'amount': 33}, {'name': 'Holy', 'amount': 33}, {'name': 'Boost', 'amount': 33}]","[{'name': 'Str', 'scaling': '?'}, {'name': 'Dex', 'scaling': '?'}]","[{'name': 'Str', 'amount': 18}, {'name': 'Dex', 'amount': 18}]",Curved Greatsword,9.0
17f695a31bbl0i1orafp8agcajnhoq,Beastman's Cleaver,https://eldenring.fanapis.com/images/weapons/17f695a31bbl0i1orafp8agcajnhoq.png,"Curved greatsword of colossal size forged of dull iron and wielded by the beastmen of Farum Azula. The blade is incredibly heavy, but well-balanced. Comparatively easy to wield for the damage it delivers. It's clear the beastmen possess knowledge beyond human ken.","[{'name': 'Phy', 'amount': 143}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 62}, {'name': 'Mag', 'amount': 43}, {'name': 'Fire', 'amount': 43}, {'name': 'Ligt', 'amount': 43}, {'name': 'Holy', 'amount': 43}, {'name': 'Boost', 'amount': 36}]","[{'name': 'Str', 'scaling': '?'}, {'name': 'Dex', 'scaling': '?'}]","[{'name': 'Str', 'amount': 25}, {'name': 'Dex', 'amount': 14}]",Curved Greatsword,16.5
17f695e77b1l0i1orcoyco0l9fpi6j,Morgott's Cursed Sword,https://eldenring.fanapis.com/images/weapons/17f695e77b1l0i1orcoyco0l9fpi6j.png,"Warped blade of shifting hue used by Morgott, the Omen King.  The accused blood that Morgott recanted and sealed away reformed into this blade. ","[{'name': 'Phy', 'amount': 120}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 110}]","[{'name': 'Phy', 'amount': 42}, {'name': 'Mag', 'amount': 29}, {'name': 'Fire', 'amount': 29}, {'name': 'Ligt', 'amount': 29}, {'name': 'Holy', 'amount': 29}, {'name': 'Boost', 'amount': 29}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'C'}, {'name': 'Arc', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 14}, {'name': 'Dex', 'amount': 35}, {'name': 'Arc', 'amount': 17}]",Curved Greatsword,7.5
17f69ccaa4al0i1orhsuhv0ll0uko,Falchion,https://eldenring.fanapis.com/images/weapons/17f69ccaa4al0i1orhsuhv0ll0uko.png,"A curved sword with a single-sided blade. Delivers slashing attacks with its sharp blade, but is ineffective against thick armor and hides covered in tough scales. Wielders of the weapon employ a unique style that enhances attacks with spinning motions.","[{'name': 'Phy', 'amount': 109}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 42}, {'name': 'Mag', 'amount': 31}, {'name': 'Fire', 'amount': 31}, {'name': 'Ligt', 'amount': 31}, {'name': 'Holy', 'amount': 31}, {'name': 'Boost', 'amount': 26}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 9}, {'name': 'Dex', 'amount': 13}]",Curved Sword,3.5
17f69cbbed5l0i1orz2seh3xldf6b,Shamshir,https://eldenring.fanapis.com/images/weapons/17f69cbbed5l0i1orz2seh3xldf6b.png,"Curved sword with a thin blade of ample length. Light of weight despite its larger size, its slicing attacks come in rapid succession. A devastatingly powerful weapon in the hands of a skilled swordsman.","[{'name': 'Phy', 'amount': 108}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 42}, {'name': 'Mag', 'amount': 31}, {'name': 'Fire', 'amount': 31}, {'name': 'Ligt', 'amount': 31}, {'name': 'Holy', 'amount': 31}, {'name': 'Boost', 'amount': 26}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 7}, {'name': 'Dex', 'amount': 13}]",Curved Sword,3.5
17f69d22df5l0i1os1vzj7jka683f,Beastman's Curved Sword,https://eldenring.fanapis.com/images/weapons/17f69d22df5l0i1os1vzj7jka683f.png,Curved sword forged of dull iron wielded by the beastmen of Farum Azula. The blade is heavy but well-balanced. Comparatively easy to wield for the damage it delivers.,"[{'name': 'Phy', 'amount': 113}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 44}, {'name': 'Mag', 'amount': 33}, {'name': 'Fire', 'amount': 33}, {'name': 'Ligt', 'amount': 33}, {'name': 'Holy', 'amount': 33}, {'name': 'Boost', 'amount': 27}]","[{'name': 'Str', 'scaling': 'C'}, {'name': 'Dex', 'scaling': 'E'}]","[{'name': 'Str', 'amount': 13}, {'name': 'Dex', 'amount': 11}]",Curved Sword,4.0
17f69498ae3l0i1os4m19u5e478yu2,Shotel,https://eldenring.fanapis.com/images/weapons/17f69498ae3l0i1os4m19u5e478yu2.png,"Curved sword with a severely hooked blade. Its attacks can slip through an enemy's guard.  Made to hunt down humans, this weapon requires high dexterity to wield efficiently. ","[{'name': 'Phy', 'amount': 96}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 37}, {'name': 'Mag', 'amount': 27}, {'name': 'Fire', 'amount': 27}, {'name': 'Ligt', 'amount': 27}, {'name': 'Holy', 'amount': 27}, {'name': 'Boost', 'amount': 22}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 9}, {'name': 'Dex', 'amount': 19}]",Curved Sword,2.0
17f69908917l0i1os577fp2a0c8n8w,Magma Blade,https://eldenring.fanapis.com/images/weapons/17f69908917l0i1os577fp2a0c8n8w.png,"Curved sword with a blade fashioned from the lava of Mt. Gelmir. An armament of the man-serpents, impossible for a human to have made. Deals fire damage.","[{'name': 'Phy', 'amount': 96}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 62}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 44}, {'name': 'Mag', 'amount': 30}, {'name': 'Fire', 'amount': 44}, {'name': 'Ligt', 'amount': 30}, {'name': 'Holy', 'amount': 30}, {'name': 'Boost', 'amount': 27}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}, {'name': 'Fai', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 9}, {'name': 'Dex', 'amount': 15}, {'name': 'Fai', 'amount': 16}]",Curved Sword,4.0
17f694e2077l0i1osqjan4fnttniyc,Flowing Curved Sword,https://eldenring.fanapis.com/images/weapons/17f694e2077l0i1osqjan4fnttniyc.png,"Legends speak of a master of the sword garbed in blue, and his curved blade that was patterned after flowing water. Strong attack unleashes a series of strikes akin to a dance, offering a glimpse into the legend. Skill: Spinning Slash Skill favored by dexterous warriors. Slash foes as your body spins. Additional input allows for a follow-up attack.","[{'name': 'Phy', 'amount': 109}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 42}, {'name': 'Mag', 'amount': 31}, {'name': 'Fire', 'amount': 31}, {'name': 'Ligt', 'amount': 31}, {'name': 'Holy', 'amount': 31}, {'name': 'Boost', 'amount': 26}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 9}, {'name': 'Dex', 'amount': 17}]",Curved Sword,3.5
17f695b60e8l0i1osrls9u8la9bek,Wing Of Astel,https://eldenring.fanapis.com/images/weapons/17f695b60e8l0i1osrls9u8la9bek.png,"Sword fashioned from a delicate wing, suffused with the magic of the stars. Strong attack unleashes a wave of enchanted light. Crafted from a relic of the Naturalborn of the Void who is said to have assailed the Eternal City.","[{'name': 'Phy', 'amount': 65}, {'name': 'Mag', 'amount': 78}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 28}, {'name': 'Mag', 'amount': 52}, {'name': 'Fire', 'amount': 23}, {'name': 'Ligt', 'amount': 23}, {'name': 'Holy', 'amount': 23}, {'name': 'Boost', 'amount': 23}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'D'}, {'name': 'Int', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 7}, {'name': 'Dex', 'amount': 17}, {'name': 'Int', 'amount': 20}]",Curved Sword,2.5
17f695e8a95l0i1osvuh2s392bslgf,Eclipse Shotel,https://eldenring.fanapis.com/images/weapons/17f695e8a95l0i1osvuh2s392bslgf.png,"Storied sword and treasure of Castle Sol that depicts an eclipsed sun drained of color. One of the legendary armaments. In Sol, the sight of an eclipse inspires a dreadful awe, preventing an onlooker from averting his gaze.","[{'name': 'Phy', 'amount': 77}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 77}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 35}, {'name': 'Mag', 'amount': 25}, {'name': 'Fire', 'amount': 25}, {'name': 'Ligt', 'amount': 25}, {'name': 'Holy', 'amount': 50}, {'name': 'Boost', 'amount': 25}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'D'}, {'name': 'Fai', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 10}, {'name': 'Dex', 'amount': 25}, {'name': 'Fai', 'amount': 30}]",Curved Sword,3.0
17f6977fc1al0i1oswu20i8xjh9liqj,Serpent-god's Curved Sword,https://eldenring.fanapis.com/images/weapons/17f6977fc1al0i1oswu20i8xjh9liqj.png,"Curved sword fashioned in the image of an ancient serpent deity and tool of a forgotten religion practiced on Mt. Gelmir. Formerly used to offer up sacrifices, this sword restores HP upon slaying an enemy.","[{'name': 'Phy', 'amount': 113}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 44}, {'name': 'Mag', 'amount': 33}, {'name': 'Fire', 'amount': 33}, {'name': 'Ligt', 'amount': 33}, {'name': 'Holy', 'amount': 33}, {'name': 'Boost', 'amount': 27}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'E'}]","[{'name': 'Str', 'amount': 13}, {'name': 'Dex', 'amount': 9}]",Curved Sword,4.0
17f69d7cf23l0i1osx8dg6r5dybhck,Scavenger's Curved Sword,https://eldenring.fanapis.com/images/weapons/17f69d7cf23l0i1osx8dg6r5dybhck.png,"Unique curved sword, notched like shark's teeth. Weapon carried by corpse pillagers who prowl the sites of old battles. The blade is tacky with blood and covered in hefty nicks, making it totally uneven. Life can be sinister indeed.","[{'name': 'Phy', 'amount': 105}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 40}, {'name': 'Mag', 'amount': 30}, {'name': 'Fire', 'amount': 30}, {'name': 'Ligt', 'amount': 30}, {'name': 'Holy', 'amount': 30}, {'name': 'Boost', 'amount': 25}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 9}, {'name': 'Dex', 'amount': 14}]",Curved Sword,3.5
17f69a28357l0i1otefec4u3qjtjve,Mantis Blade,https://eldenring.fanapis.com/images/weapons/17f69a28357l0i1otefec4u3qjtjve.png,"A curved sword with a blade at both ends wielded by the Cemetery Shades, the insect-ridden grave keepers.  The blade is thin and sharp, and strong attack unleashes a far-reaching slash.","[{'name': 'Phy', 'amount': 112}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 44}, {'name': 'Mag', 'amount': 33}, {'name': 'Fire', 'amount': 33}, {'name': 'Ligt', 'amount': 33}, {'name': 'Holy', 'amount': 33}, {'name': 'Boost', 'amount': 27}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 10}, {'name': 'Dex', 'amount': 12}]",Curved Sword,4.0
17f695c221bl0i1oti2aqelikacuj6,Scimitar,https://eldenring.fanapis.com/images/weapons/17f695c221bl0i1oti2aqelikacuj6.png,"A curved sword with a single-sided blade. Delivers slashing attacks with its sharp blade, but is ineffective against armor and hides covered in tough scales. Smaller in size than most curved swords, it carves into enemies with quick, sharp cuts.","[{'name': 'Phy', 'amount': 106}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 40}, {'name': 'Mag', 'amount': 30}, {'name': 'Fire', 'amount': 30}, {'name': 'Ligt', 'amount': 30}, {'name': 'Holy', 'amount': 30}, {'name': 'Boost', 'amount': 25}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 7}, {'name': 'Dex', 'amount': 13}]",Curved Sword,3.0
17f69913ab4l0i1otlpefqm0g08exp,Nox Flowing Sword,https://eldenring.fanapis.com/images/weapons/17f69913ab4l0i1otlpefqm0g08exp.png,"A grim weapon wielded by swordsmen of the Eternal City, this shotel has a blade as fine as a needle. Forged from the liquid metal of a Silver Tear, it is thoroughly tempered until hardened","[{'name': 'Phy', 'amount': 112}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 40}, {'name': 'Mag', 'amount': 30}, {'name': 'Fire', 'amount': 30}, {'name': 'Ligt', 'amount': 30}, {'name': 'Holy', 'amount': 30}, {'name': 'Boost', 'amount': 25}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 8}, {'name': 'Dex', 'amount': 15}]",Curved Sword,3.5
17f699693fbl0i1otqw0glcy3u6fp0k,Dagger,https://eldenring.fanapis.com/images/weapons/17f699693fbl0i1otqw0glcy3u6fp0k.png,"A standard dagger with a straight blade.  Though modest in reach and capacity fo harm, this weapon is light enough to jab in rapid succession and delivers devastating critical hits. ","[{'name': 'Phy', 'amount': 74}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 130}]","[{'name': 'Phy', 'amount': 35}, {'name': 'Mag', 'amount': 20}, {'name': 'Fire', 'amount': 20}, {'name': 'Ligt', 'amount': 20}, {'name': 'Holy', 'amount': 20}, {'name': 'Boost', 'amount': 15}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'C'}]","[{'name': 'Str', 'amount': 5}, {'name': 'Dex', 'amount': 9}]",Dagger,1.5
17f69ba85cal0i1ou17700c5cqef3i,Grossmesser,https://eldenring.fanapis.com/images/weapons/17f69ba85cal0i1ou17700c5cqef3i.png,Curved sword boasting a large blade.  This weapon is designed to make use of its weight in combination with its sharp cutting edge.  A thoroughly reliable choice of weapon for those who can master its particulars. ,"[{'name': 'Phy', 'amount': 115}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 46}, {'name': 'Mag', 'amount': 34}, {'name': 'Fire', 'amount': 34}, {'name': 'Ligt', 'amount': 34}, {'name': 'Holy', 'amount': 34}, {'name': 'Boost', 'amount': 28}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 14}, {'name': 'Dex', 'amount': 12}]",Curved Sword,4.5
17f69bb7d32l0i1ou85ft99zwecdel,Black Knife,https://eldenring.fanapis.com/images/weapons/17f69bb7d32l0i1ou85ft99zwecdel.png,Dagger once belonging to one of the assassins who murdered Godwyn the Golden on the Night of the Black Knives.  A ritual performed on the oddly misshapen blade imbued it with the power of the stolen Rune of Death. ,"[{'name': 'Phy', 'amount': 66}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 65}, {'name': 'Crit', 'amount': 110}]","[{'name': 'Phy', 'amount': 26}, {'name': 'Mag', 'amount': 15}, {'name': 'Fire', 'amount': 15}, {'name': 'Ligt', 'amount': 15}, {'name': 'Holy', 'amount': 42}, {'name': 'Boost', 'amount': 15}]","[{'name': 'Str', 'scaling': 'E'}, {'name': 'Dex', 'scaling': 'D'}, {'name': 'Fai', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 8}, {'name': 'Dex', 'amount': 12}, {'name': 'Fai', 'amount': 18}]",Dagger,2.0
