id,name,image,description,attack,defence,scalesWith,requiredAttributes,category,weight
17f6942eeabl0i12apjrp14m98cxmg,Carian Knight's Shield,https://eldenring.fanapis.com/images/shields/17f6942eeabl0i12apjrp14m98cxmg.png,A teardrop-shaped shield embedded with blue glintstones. Carried by knights who served the Carian royal family. Excels when facing magic or holy attacks. Just who were these knights preparing to fight?,"[{'name': 'Phy', 'amount': 63}, {'name': 'Mag63', 'amount': None}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 58}, {'name': 'Fire', 'amount': 28}, {'name': 'Ligt', 'amount': 19}, {'name': 'Holy', 'amount': 54}, {'name': 'Boost', 'amount': 47}]","[{'name': 'STR', 'scaling': 'D'}, {'name': 'INT', 'scaling': 'D'}, {'name': ''}, {'name': ''}]","[{'name': 'STR', 'amount': 10}, {'name': 'DEX', 'amount': 10}, {'name': 'INT', 'amount': 15}]",Medium Shield,4.5
17f699a214fl0i12beelfraiymmf7,Horse Crest Wooden Shield,https://eldenring.fanapis.com/images/shields/17f699a214fl0i12beelfraiymmf7.png,"A tall, medium-sized wooden shield. Light for its size, and easy to handle. The circular horsehead design evokes a swift gallop.","[{'name': 'Phy', 'amount': 76}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 81}, {'name': 'Mag', 'amount': 50}, {'name': 'Fire', 'amount': 32}, {'name': 'Ligt', 'amount': 43}, {'name': 'Holy', 'amount': 42}, {'name': 'Boost', 'amount': 38}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 8}]",Medium Shield,3.5
17f69723a6dl0i12bhd8qm1rkekq4w,Candletree Wooden Shield,https://eldenring.fanapis.com/images/shields/17f69723a6dl0i12bhd8qm1rkekq4w.png,"A tall, medium-sized wooden shield. Light for its size, and easy to handle. Thought to represent a surreptitious prophecy of cardinal sin, the lit candle-tree design was forbidden.","[{'name': 'Phy', 'amount': 76}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 82}, {'name': 'Mag', 'amount': 42}, {'name': 'Fire', 'amount': 32}, {'name': 'Ligt', 'amount': 50}, {'name': 'Holy', 'amount': 43}, {'name': 'Boost', 'amount': 39}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 8}]",Medium Shield,3.5
17f69b8ad9fl0i12bhsus3gi193fg,Large Leather Shield,https://eldenring.fanapis.com/images/shields/17f69b8ad9fl0i12bhsus3gi193fg.png,"A round shield covered in leather. One of the larger categories of medium-sized shield. Though its damage negation may be lacking compared to a metal shield, it can handle wider range of attack affinities.","[{'name': 'Phy', 'amount': 75}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 76}, {'name': 'Mag', 'amount': 49}, {'name': 'Fire', 'amount': 36}, {'name': 'Ligt', 'amount': 45}, {'name': 'Holy', 'amount': 45}, {'name': 'Boost', 'amount': 40}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 8}]",Medium Shield,3.0
17f698d0e0bl0i12bjdv825l4x33d,Flame Crest Wooden Shield,https://eldenring.fanapis.com/images/shields/17f698d0e0bl0i12bjdv825l4x33d.png,"A tall, medium-sized wooden shield. Light for its size, and easy to handle. Carried by soldiers of the village that is afflicted by frenzy. The yellow flame is the symbol of the affliction, serving as a warning to those who might approach the village.","[{'name': 'Phy', 'amount': 76}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 83}, {'name': 'Mag', 'amount': 43}, {'name': 'Fire', 'amount': 32}, {'name': 'Ligt', 'amount': 42}, {'name': 'Holy', 'amount': 50}, {'name': 'Boost', 'amount': 39}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 8}]",Medium Shield,3.5
17f694f969el0i12bq44jy1iwmun1y,Hawk Crest Wooden Shield,https://eldenring.fanapis.com/images/shields/17f694f969el0i12bq44jy1iwmun1y.png,"A tall, medium-sized wooden shield. Light for its size, and easy to handle. Adorned with a long-forgotten crest of Stormveil, ancient in design.","[{'name': 'Phy', 'amount': 76}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 85}, {'name': 'Mag', 'amount': 44}, {'name': 'Fire', 'amount': 32}, {'name': 'Ligt', 'amount': 44}, {'name': 'Holy', 'amount': 44}, {'name': 'Boost', 'amount': 38}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 8}]",Medium Shield,3.5
17f69710d06l0i12cez6ml1ut0n7cs,Beast Crest Heater Shield,https://eldenring.fanapis.com/images/shields/17f69710d06l0i12cez6ml1ut0n7cs.png,"A medium-sized metal shield. Easier to handle than a kite shield. Features a beast as its crest, serving to remind warriors not to succumb to the arousal of battle. Fight with passion, but become nor its prisoner.","[{'name': 'Phy', 'amount': 77}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 50}, {'name': 'Fire', 'amount': 43}, {'name': 'Ligt', 'amount': 32}, {'name': 'Holy', 'amount': 42}, {'name': 'Boost', 'amount': 44}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 10}]",Medium Shield,3.5
17f69654c0bl0i12chkv2olyhv4kt,Red Crest Heater Shield,https://eldenring.fanapis.com/images/shields/17f69654c0bl0i12chkv2olyhv4kt.png,A medium-sized metal shield. Easier to handle than a kite shield. The crest symbolizes red wings.,"[{'name': 'Phy', 'amount': 77}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 42}, {'name': 'Fire', 'amount': 50}, {'name': 'Ligt', 'amount': 32}, {'name': 'Holy', 'amount': 43}, {'name': 'Boost', 'amount': 43}]","[{'name': 'Str', 'scaling': '?'}]","[{'name': 'Str', 'amount': 10}]",Medium Shield,3.5
17f69c34ab1l0i12cmtzhluyza2vbd,Eclipse Crest Heater Shield,https://eldenring.fanapis.com/images/shields/17f69c34ab1l0i12cmtzhluyza2vbd.png,A medium-sized metal shield. Easier to handle than a kite shield. The sun in eclipse is said to be the symbol of the Wandering Mausoleum where the soulless demigods slumber.,"[{'name': 'Phy', 'amount': 77}, {'name': 'Mag', 'amount': None}, {'name': 'Fire', 'amount': None}, {'name': 'Ligt', 'amount': None}, {'name': 'Holy', 'amount': None}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 44}, {'name': 'Fire', 'amount': 44}, {'name': 'Ligt', 'amount': 37}, {'name': 'Holy', 'amount': 44}, {'name': 'Boost', 'amount': 46}]","[{'name': 'Strength', 'scaling': '-'}]","[{'name': 'Strength', 'amount': None}]",Medium Shield,3.5
17f69722576l0i12cnfqtct2uo1lqi,Blue Crest Heater Shield,https://eldenring.fanapis.com/images/shields/17f69722576l0i12cnfqtct2uo1lqi.png,A medium-sized metal shield. Easier to handle than a kite shield. The crest represents a forest and river.,"[{'name': 'Phy', 'amount': 77}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 43}, {'name': 'Fire', 'amount': 42}, {'name': 'Ligt', 'amount': 32}, {'name': 'Holy', 'amount': 50}, {'name': 'Boost', 'amount': 44}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 10}]",Medium Shield,3.5
17f693c5d25l0i12cqwc17w5od5uh,Inverted Hawk Heater Shield,https://eldenring.fanapis.com/images/shields/17f693c5d25l0i12cqwc17w5od5uh.png,A medium-sized metal shield. Easier to handle than a kite shield. The inverted hawk is the emblem of the company of slaves ordered to explore the Eternal City.,"[{'name': 'Phy', 'amount': 77}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 49}, {'name': 'Fire', 'amount': 49}, {'name': 'Ligt', 'amount': 34}, {'name': 'Holy', 'amount': 49}, {'name': 'Boost', 'amount': 44}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 10}]",Medium Shield,3.5
17f694b8cc1l0i12d7wmnsvn9wams,Heater Shield,https://eldenring.fanapis.com/images/shields/17f694b8cc1l0i12d7wmnsvn9wams.png,"A medium-sized metal shield, comparatively easy to handle. Metal shields reliably negate physical damage when guarding, a trait which made them highly trusted on the battlefield. ","[{'name': 'Phy', 'amount': 77}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 43}, {'name': 'Fire', 'amount': 43}, {'name': 'Ligt', 'amount': 27}, {'name': 'Holy', 'amount': 43}, {'name': 'Boost', 'amount': 38}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 10}]",Medium Shield,3.5
17f698cf256l0i12dbf0mgqicx93p,Black Leather Shield,https://eldenring.fanapis.com/images/shields/17f698cf256l0i12dbf0mgqicx93p.png,"Roundshield covered in black leather. On the larger side for a medium-sized shield. From the north, this shield depicts the polar star in rivets of gold. The inside is lined with fur, protecting the carrier from frost.","[{'name': 'Phy', 'amount': 75}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 79}, {'name': 'Mag', 'amount': 45}, {'name': 'Fire', 'amount': 31}, {'name': 'Ligt', 'amount': 46}, {'name': 'Holy', 'amount': 47}, {'name': 'Boost', 'amount': 37}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 10}]",Medium Shield,3.0
17f693c793el0i12deqfa24mgi3ik7,Dragon Towershield,https://eldenring.fanapis.com/images/shields/17f693c793el0i12deqfa24mgi3ik7.png,"Tower shield engraved with a dragon, symbol of protection. Heavy even among greatshields, it possesses exceptional guarding ability The ancient dragons, who ruled in the prehistoric era before the Erdtree, would protect their lord as a wall of living rock.","[{'name': 'Phy', 'amount': 115}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 61}, {'name': 'Fire', 'amount': 67}, {'name': 'Ligt', 'amount': 55}, {'name': 'Holy', 'amount': 64}, {'name': 'Boost', 'amount': 64}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 30}]",Greatshield,17.5
17f695a9c70l0i12dg13mf7v9clac,Crucible Hornshield,https://eldenring.fanapis.com/images/shields/17f695a9c70l0i12dg13mf7v9clac.png,Greatshield of red-tinged gold carried by Crucible Knights. Features a great horn. An ancient holiness dwells within. The crucible horn skewers foes when performing shield bashes.,"[{'name': 'Phy', 'amount': 147}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 51}, {'name': 'Fire', 'amount': 50}, {'name': 'Ligt', 'amount': 46}, {'name': 'Holy', 'amount': 64}, {'name': 'Boost', 'amount': 58}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 26}]",Greatshield,11.5
17f6998f8b8l0i12dhelzp1oi1uyv,Distinguished Greatshield,https://eldenring.fanapis.com/images/shields/17f6998f8b8l0i12dhelzp1oi1uyv.png,"Greatshield featuring sumptuous ornamentation used by the scions of great families. Due to their excessive size, these shields were at times seen as the hallmark of little lordlings who were too timid to earn a few nicks and scratches.","[{'name': 'Phy', 'amount': 112}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 65}, {'name': 'Fire', 'amount': 63}, {'name': 'Ligt', 'amount': 54}, {'name': 'Holy', 'amount': 60}, {'name': 'Boost', 'amount': 66}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 32}]",Greatshield,17.0
17f69872931l0i12dy19gq5ij75yoe,Dragonclaw Shield,https://eldenring.fanapis.com/images/shields/17f69872931l0i12dy19gq5ij75yoe.png,"Greatshield said to have been whittled from the claw of a great, ancient dragon, wielded by grotesque Tree Sentinels who yet serve the Edrtree. Imbued with lightning.","[{'name': 'Phy', 'amount': 118}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 76}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 52}, {'name': 'Fire', 'amount': 52}, {'name': 'Ligt', 'amount': 76}, {'name': 'Holy', 'amount': 47}, {'name': 'Boost', 'amount': 59}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': 'E'}]","[{'name': 'Str', 'amount': 28}, {'name': 'Dex', 'amount': 12}]",Greatshield,13.5
17f6989b386l0i12e4lob57bdw1rqq,Golden Beast Crest Shield,https://eldenring.fanapis.com/images/shields/17f6989b386l0i12e4lob57bdw1rqq.png,"Shield of dull gold with a beast engraved as its crest. Lighter than most greratshields, and subsequently easier to wield. The beast depicted is Serosh, aged counselor who guides the golden lineage.","[{'name': 'Phy', 'amount': 0}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 55}, {'name': 'Fire', 'amount': 55}, {'name': 'Ligt', 'amount': 48}, {'name': 'Holy', 'amount': 55}, {'name': 'Boost', 'amount': 58}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 24}]",Greatshield,12.5
17f694b1b61l0i12e5nf59cb5qk7vu,Erdtree Greatshield,https://eldenring.fanapis.com/images/shields/17f694b1b61l0i12e5nf59cb5qk7vu.png,"Weighty greatshield forged of gold carried by the order of Tree Sentinels, heavily equipped knights. Blessed by an old incantation of protection. The living rampart of the Erdtree, the Tree Sentinels are the standard to which all defenders of the Erdtree aspire.","[{'name': 'Phy', 'amount': 120}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 78}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 66}, {'name': 'Fire', 'amount': 49}, {'name': 'Ligt', 'amount': 45}, {'name': 'Holy', 'amount': 76}, {'name': 'Boost', 'amount': 57}]","[{'name': 'Str', 'scaling': '?'}, {'name': 'Fai', 'scaling': '?'}]","[{'name': 'Str', 'amount': 30}, {'name': 'Fai', 'amount': 12}]",Greatshield,13.5
17f69ac13ecl0i12e68qij6rgf53vp,Briar Greatshield,https://eldenring.fanapis.com/images/shields/17f69ac13ecl0i12e68qij6rgf53vp.png,"Greatshield from a foreign land, used by Elemer of the Briar. Attacks with this armament utilize the iron thorns that have been wound around its frame. Originates from Eochaid, a land of proudly solitary ascetics.","[{'name': 'Phy', 'amount': 98}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 0}]","[{'name': 'Phy', 'amount': 82}, {'name': 'Mag', 'amount': 50}, {'name': 'Fire', 'amount': 43}, {'name': 'Ligt', 'amount': 50}, {'name': 'Holy', 'amount': 50}, {'name': 'Boost', 'amount': 56}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 21}]",Greatshield,9.5
17f699569f2l0i12e91gm212p52kz4,Jellyfish Shield,https://eldenring.fanapis.com/images/shields/17f699569f2l0i12e91gm212p52kz4.png,"The head of a spirit jellyfish, commonly found floating above sacred ground throughout the Lands Between, wielded without modification as a shield. The see-through head is extremely light, but its flesh is supple, providing absolutely no protection from piercing attacks","[{'name': 'Phy', 'amount': 123}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 52}, {'name': 'Fire', 'amount': 52}, {'name': 'Ligt', 'amount': 40}, {'name': 'Holy', 'amount': 48}, {'name': 'Boost', 'amount': 50}]","[{'name': 'Str', 'scaling': 'D'}, {'name': 'Dex', 'scaling': '?'}]","[{'name': 'Str', 'amount': 20}, {'name': 'Dex', 'amount': 14}]",Greatshield,8.0
17f69ac7946l0i12emsgkbeuohu93n,Fingerprint Stone Shield,https://eldenring.fanapis.com/images/shields/17f69ac7946l0i12emsgkbeuohu93n.png,"A great stone shield with an intricately carved fingerprint design. One of the heaviest of all greatshields. Part of the tomb of an ancient god, the Readerless Fingers relayed their message through these imprints, said to be the very seeds from which frenzy first sprouted.","[{'name': 'Phy', 'amount': 158}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 77}, {'name': 'Fire', 'amount': 81}, {'name': 'Ligt', 'amount': 79}, {'name': 'Holy', 'amount': 75}, {'name': 'Boost', 'amount': 81}]","[{'name': 'Str', 'scaling': '?'}]","[{'name': 'Str', 'amount': 48}]",Greatshield,29.0
17f693ca65dl0i12eu7yz6cf3nexe,Icon Shield,https://eldenring.fanapis.com/images/shields/17f693ca65dl0i12eu7yz6cf3nexe.png,Greatshield painted with a divine scene; the recipients of a blessed tear from the Erdtree. An item that looks back fondly on the age of plenty. The divine scene acts in and of itself as a sacred invocation; gradually restoring the carrier's HP.,"[{'name': 'Phy', 'amount': 160}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 89}, {'name': 'Mag', 'amount': 49}, {'name': 'Fire', 'amount': 45}, {'name': 'Ligt', 'amount': 51}, {'name': 'Holy', 'amount': 48}, {'name': 'Boost', 'amount': 57}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 22}]",Greatshield,11.5
17f69797ac7l0i12ew4eqk33suyj17,Visage Shield,https://eldenring.fanapis.com/images/shields/17f69797ac7l0i12ew4eqk33suyj17.png,"Tricksome bronze shield depicting the face of a Fire Giant. Several tongues leap from its open mouth. The dreadful visage and burning flames are designed to remind one of the horror of facing a Fire Giant. In other words, this shield has an instructional function.","[{'name': 'Phy', 'amount': 186}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 62}, {'name': 'Fire', 'amount': 81}, {'name': 'Ligt', 'amount': 65}, {'name': 'Holy', 'amount': 62}, {'name': 'Boost', 'amount': 75}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 44}]",Greatshield,24.0
17f69378e1dl0i12exgnluqgflkbi,One-eyed Shield,https://eldenring.fanapis.com/images/shields/17f69378e1dl0i12exgnluqgflkbi.png,"Tricksome shield made from white stone depicting a malformed one-eyed god. The barrel of a firearm pokes through the open mouth. Once worshipped by the giants, this evil deity is believed to have been slain by Queen Marika. ","[{'name': 'Phy', 'amount': 175}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 57}, {'name': 'Fire', 'amount': 69}, {'name': 'Ligt', 'amount': 59}, {'name': 'Holy', 'amount': 63}, {'name': 'Boost', 'amount': 67}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 36}]",Greatshield,20.5
17f69c7916el0i12ey2p0l7xj09nis,Spiked Palisade Shield,https://eldenring.fanapis.com/images/shields/17f69c7916el0i12ey2p0l7xj09nis.png,"Designed to perform shield bashes, these attacks riddle the enemy with holes, earning it the nickname of ""pard shield""","[{'name': 'Phy', 'amount': 0}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 89}, {'name': 'Mag', 'amount': 51}, {'name': 'Fire', 'amount': 45}, {'name': 'Ligt', 'amount': 54}, {'name': 'Holy', 'amount': 50}, {'name': 'Boost', 'amount': 57}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 20}]",Greatshield,11.5
17f695ce77cl0i12fbgg8t0smpvg3n,Manor Towershield,https://eldenring.fanapis.com/images/shields/17f695ce77cl0i12fbgg8t0smpvg3n.png,"An iron greatshield large enough to cover the entire body. Depicts the Roundtable Hold, gathering place of champions. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.","[{'name': 'Phy', 'amount': 111}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 66}, {'name': 'Fire', 'amount': 66}, {'name': 'Ligt', 'amount': 51}, {'name': 'Holy', 'amount': 56}, {'name': 'Boost', 'amount': 65}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 30}]",Greatshield,16.0
17f6981fc6cl0i12fkq4jfcsautbiv,Crossed-tree Towershield,https://eldenring.fanapis.com/images/shields/17f6981fc6cl0i12fkq4jfcsautbiv.png,"An iron greatshield large enough to cover the entire body. Emblazoned with an old, interleaving tree. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel","[{'name': 'Phy', 'amount': 111}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 66}, {'name': 'Fire', 'amount': 56}, {'name': 'Ligt', 'amount': 54}, {'name': 'Holy', 'amount': 66}, {'name': 'Boost', 'amount': 63}]","[{'name': 'Str', 'scaling': '?'}]","[{'name': 'Str', 'amount': 30}]",Greatshield,16.0
17f69a1afefl0i12fozrc1tnhg20is,Redmane Greatshield,https://eldenring.fanapis.com/images/shields/17f69a1afefl0i12fozrc1tnhg20is.png,"Greatshield shaped like a fang, featuring the crest of red-maned lion. Carried by the Redmane Knights who fought alongside Radahn.","[{'name': 'Phy', 'amount': 108}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 54}, {'name': 'Fire', 'amount': 70}, {'name': 'Ligt', 'amount': 53}, {'name': 'Holy', 'amount': 52}, {'name': 'Boost', 'amount': 61}]","[{'name': 'Str', 'scaling': '?'}]","[{'name': 'Str', 'amount': 30}]",Greatshield,14.0
17f69b33aafl0i12fqkwzuaznegji,Ant's Skull Plate,https://eldenring.fanapis.com/images/shields/17f69b33aafl0i12fqkwzuaznegji.png,"Huge head of one of the giant ants which inhabit the two underground rivers, used without modification as a shield. Excels at repeling enemy attacks. Giant ants are venomous creatures, granting a boost to immunity when wielding the shield. ","[{'name': 'Phy', 'amount': 136}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 47}, {'name': 'Fire', 'amount': 42}, {'name': 'Ligt', 'amount': 57}, {'name': 'Holy', 'amount': 57}, {'name': 'Boost', 'amount': 59}]","[{'name': 'Str', 'scaling': 'D'}]","[{'name': 'Str', 'amount': 28}]",Greatshield,13.5
17f69bfaff2l0i12frzztam4cpn7d,Inverted Hawk Towershield,https://eldenring.fanapis.com/images/shields/17f69bfaff2l0i12frzztam4cpn7d.png,"An iron greatshield large enough to cover the entire body. Features an inverted hawk crest. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.","[{'name': 'Phy', 'amount': 111}, {'name': 'Mag', 'amount': 0}, {'name': 'Fire', 'amount': 0}, {'name': 'Ligt', 'amount': 0}, {'name': 'Holy', 'amount': 0}, {'name': 'Crit', 'amount': 100}]","[{'name': 'Phy', 'amount': 100}, {'name': 'Mag', 'amount': 66}, {'name': 'Fire', 'amount': 56}, {'name': 'Ligt', 'amount': 54}, {'name': 'Holy', 'amount': 66}, {'name': 'Boost', 'amount': 63}]","[{'name': 'Str', 'scaling': '?'}]","[{'name': 'Str', 'amount': 30}]",Greatshield,16.0
